horse_name,horse_home,horse_sex,horse_dob,horse_age,horse_class,horse_group,horse_trainer,horse_owner,horse_dad,horse_mom,race_count,first,second,one_yr_count,one_yr_first,one_yr_second,horse_earned_money,horse_rating,horse_price
챔프케이,한,수,2016/04/03,4,국4,32,김윤섭,강경운,선더모카신,퍼스트워리어,14,2,0,10,2,0,71200000,41, 0
챔프퀸,한,암,2016/03/12,4,국5,99,휴양마,박충범,홍지,임자도,6,1,0,6,1,0,14710000,29, 0
천강성,한,수,2015/02/04,5,국4,09,강성오,씨유네트워크,스트라이크어게인,애머랜스,15,3,0,7,0,0,91600000,4, 0
천괴성,한,거,2016/04/20,4,국3,31,강환민,씨유네트워크,클리어어템프트,하루에,14,3,3,11,3,2,125600000,55, 0
천군,미,거,2017/02/09,3,외미,99,휴양마,황은호,GOLDENCENTS,RAPID DECISION,0,0,0,0,0,0,0,,0
천년의고도,한,수,2016/05/15,4,국5,20,배대선,류주영,클리어어템프트,슈가립스,12,1,2,10,1,2,36640000,35, 0
천년의바람,한,거,2016/03/22,4,국5,21,임봉춘,류주영,사이먼퓨어,베스트코리안,16,1,1,11,1,1,48320000,3, 0
천년의비,한,암,2016/05/14,4,국4,18,박대흥,류주영,엑톤파크,조셉핀,12,2,0,9,2,0,50480000,43, 0
천둥기세,한,수,2017/05/09,3,국6,20,배대선,(주)디알엠씨티,애니기븐새터데이,화이브스타수잔,0,0,0,0,0,0,0,,0
천둥여울,한,암,2017/02/12,3,국4,44,김학수,김광명,테스타마타,천은,4,2,0,4,2,0,70800000,44, 0
천마,미,거,2011/03/31,9,외2,16,최봉주,조금제,LANGFUHR,RASH DECISION,59,7,4,9,0,0,584530000,78, 0
천마여제,한,암,2017/02/15,3,국6,33,서인석,천병득,애니기븐새터데이,스트로베리로즈,3,0,0,3,0,0,0,,0
천사박,미,암,2017/03/06,3,외4,20,배대선,(주)디알엠씨티,CREATIVE CAUSE,OOTINIT,4,0,0,4,0,0,0,36, 0
천사의별,한,거,2017/03/28,3,국6,53,김동철,김선식,록하드텐,수호천사,5,0,0,5,0,0,0,,0
천상의여인,한,암,2017/04/14,3,국6,53,김동철,김종식,포리스트캠프,블루드리머,0,0,0,0,0,0,0,,0
천세만세,한,수,2016/04/11,4,국5,15,박희철,신영식,록하드텐,테익아웃더실크스,18,0,2,11,0,2,25040000,3, 0
천운동행,미,암,2016/02/26,4,외4,16,최봉주,조금제,테이크차지인디,FIELD OF CLOVER,14,0,0,9,0,0,0,27, 0
천은짱,한,암,2016/02/25,4,국5,16,최봉주,조금제,피스룰즈,인벤토리,15,1,1,12,1,1,47600000,29, 0
천존,한,수,2017/03/23,3,국6,16,최봉주,조금제,티즈원더풀,토카르마데라,0,0,0,0,0,0,0,,0
천지명장,미,수,2016/03/25,4,외4,02,손영표,최임규,ORB,ON THE SAME PAGE,17,1,1,13,1,1,36200000,44, 500
천지바람,한,수,2017/02/15,3,국6,24,서홍수,이창모,애니기븐새터데이,코넬리아,3,0,0,3,0,0,7800000,,0
천지부사,한,암,2017/05/23,3,국미,22,안병기,김기종,컬러즈플라잉,알리스매지컬송,0,0,0,0,0,0,0,,0
천지스톰,한,수,2013/03/11,7,국1,52,김동균,조창석,어드마이어돈,그레이트소트,27,9,4,4,0,0,970050000,106, 0
천지애가,한,암,2016/04/30,4,국5,54,박천서,함운일,오피서,로스트타이틀,7,1,1,7,1,1,37280000,35, 0
천지여걸,한,암,2017/03/20,3,국6,52,김동균,최임규,사이먼퓨어,프리트인그란,2,0,0,2,0,0,2000000,,0
천지울림,한,거,2017/02/25,3,국6,99,휴양마,이용대,스트라이크어게인,루너룰러,2,0,1,2,0,1,14600000,,0
천지폭풍,한,거,2016/04/10,4,국5,99,휴양마,홍상기,엑스플로잇,허니팟,12,1,1,9,1,1,38880000,3, 0
천총,한,수,2017/04/01,3,국6,16,최봉주,조금제,시에로골드,소사이어티커맨더,5,0,0,5,0,0,0,,0
천하여제,한,암,2016/02/05,4,국5,49,지용철,금악목장,페더럴리스트,사이킥걸,12,1,3,9,1,3,42400000,33, 0
천하형국,한,수,2015/04/29,5,국4,48,김대근,김경민,니혼필로닐,선더힐,25,2,2,11,0,1,85340000,38, 0
천해강자,한,거,2016/06/06,4,국미,99,휴양마,양순희,한센,꽃마루,0,0,0,0,0,0,0,,0
천행,미,거,2013/02/04,7,외2,16,최봉주,박종율,LANGFUHR,M'LADY CHESTNUT,43,4,3,4,1,0,257250000,67,1500
천향국색,한,암,2017/03/17,3,국5,07,구자흥,김창만,오피서,록킹룰러,3,1,0,3,1,0,25000000,3, 0
청담대로,미,거,2014/04/29,6,외2,99,휴양마,삼정,PROUD CITIZEN,AFFLUENZA,24,3,3,7,0,0,235950000,79, 10000
청담도끼,미,거,2014/05/17,6,외1,34,리카디,김병진,투아너앤드서브,ELUSIVE GOLD,27,13,6,8,1,2,2445800000,130,5000
청담여걸,한,암,2017/05/25,3,국6,18,박대흥,삼정,메니피,신천여걸,1,0,0,1,0,0,3000000,,0
청담제왕,미,수,2015/05/11,5,외1,33,서인석,삼정,SHACKLEFORD,SEEK EASY,24,4,6,9,1,2,347850000,103, 0
청담지니,미,거,2016/03/11,4,외1,18,박대흥,삼정,HAYNESFIELD,GHAZO,10,4,2,8,4,1,223700000,9, 0
청담컬링,한,수,2017/06/11,3,국6,31,강환민,삼정,토우트,컬링,1,0,0,1,0,0,1600000,,0
청담타이거,미,거,2015/04/26,5,외3,99,휴양마,김형란,DATA LINK,FORMATIVE STYLE,20,1,2,10,0,2,82350000,52, 70000
청담태양,한(포),거,2017/05/22,3,국6,30,토니,삼정,레볼루셔너리,둘세레알리다드,0,0,0,0,0,0,0,,0
청담탱크,한,암,2017/03/03,3,국미,30,토니,삼정,엑톤파크,바잉티그,0,0,0,0,0,0,0,,0
청담포리스트,미,암,2017/03/26,3,외4,34,리카디,삼정,BIONDETTI,FANTASY FOREST,3,0,0,3,0,0,0,36, 0
청담플라잉,한,암,2017/04/20,3,국미,31,강환민,삼정,컬러즈플라잉,먼데이즈차일드,0,0,0,0,0,0,0,,0
청산가세,한,거,2017/02/20,3,국6,99,휴양마,김종식,인디밴드,질주하라,3,0,0,3,0,0,0,,0
청수라이더,한,수,2017/05/25,3,국6,99,휴양마,청수,디바인파크,삼정라이더,1,0,0,1,0,0,0,,0
청수빅이어,한,암,2016/03/07,4,국5,09,강성오,청수,피스룰즈,빅타임,7,0,2,7,0,2,15280000,26, 0
청수여걸,미,암,2015/05/06,5,외1,18,박대흥,청수,RUN AWAY AND HIDE,FAN APPEAL,11,2,4,4,0,1,509800000,85, 0
청운시대,한,거,2014/05/14,6,국3,99,휴양마,서상주,엑스플로잇,러세미러,25,3,5,7,0,1,207150000,6, 0
체로키마린,한,수,2017/04/12,3,국6,42,이관호,이경희,선더모카신,체러키샤이엔,1,0,0,1,0,0,2400000,,0
초강국,한,암,2017/03/17,3,국5,15,박희철,김종철,경부대로,노던파크,7,1,0,7,1,0,17680000,28, 0
초동럭키,한(포),암,2017/05/03,3,국6,03,최영주,손병철,FED BIZ,프린세스린,0,0,0,0,0,0,0,,0
초동로즈,한,암,2016/03/29,4,국5,42,이관호,손병철,한센,켄터키노즈,3,1,1,3,1,1,22080000,32, 0
초동로켓,한,수,2017/03/13,3,국6,99,휴양마,손병철,메니피,안정성,2,0,1,2,0,1,20400000,,0
초동무적,한(포),거,2017/02/17,3,국5,03,최영주,손병철,HAMPTON COURT,로밍와일드,5,1,0,5,1,0,22000000,29, 0
초동보배,한,암,2016/02/14,4,국4,99,휴양마,손병현,캡틴콜티시,청산도,8,3,0,6,3,0,101400000,49, 0
초동샤이니,한(포),암,2017/02/08,3,국6,03,최영주,손병철,LEA,폴링스프링스,5,0,0,5,0,0,0,,0
초오롱마,한(포),암,2014/04/20,6,국5,49,지용철,송석근,LINE OF DAVID,서브잇콜드,40,1,3,13,0,0,97540000,31, 0
초원마루,한,암,2016/04/03,4,국5,05,우창구,조홍구,채플로열,록킹룰러,7,1,0,7,1,0,19680000,27, 0
초원블루,한,암,2017/05/02,3,국미,28,최상식,조홍구,엑스플로잇,자미원,0,0,0,0,0,0,0,,0
초원의기적,한,암,2017/05/18,3,국6,05,우창구,조홍구,피스룰즈,초원여제,1,0,0,1,0,0,0,,0
초인강자,한,수,2017/03/23,3,국4,22,안병기,박남성,메니피,루시판드,7,2,1,7,2,1,111950000,43, 0
초인마,한,수,2015/03/14,5,국2,42,이관호,박남성,메니피,꿈마을,22,4,4,8,0,0,749400000,76, 0
초인볼트,한,수,2016/03/21,4,국3,49,지용철,(주)디알엠씨티,메니피,퍼스트베이스,7,3,0,6,2,0,98100000,52, 0
초코캔디,미,암,2016/04/23,4,외2,14,이신영,정영식,투아너앤드서브,BLACK CHOCOLATE,13,3,1,8,1,1,190650000,74, 0
초토마,한(포),거,2017/02/22,3,국6,25,전승규,박남성,BLAME,레디나우,0,0,0,0,0,0,0,,0
총알같이,한,거,2015/02/10,5,국4,19,곽영효,안영환,엑스플로잇,기반,15,2,2,6,2,0,66440000,45, 20000
최강고수,미,수,2015/03/30,5,외2,10,정호익,홍평우,프로스펙티브,PAJAMA MAMA,15,1,4,9,0,1,134900000,71, 0
최강다이아,한,암,2015/04/03,5,국6,53,김동철,한종희,록하드텐,돈홀드백,10,0,0,7,0,0,960000,,0
최강러너,한,수,2016/05/12,4,국6,99,휴양마,홍종철,티즈원더풀,토털리톡식,4,0,0,4,0,0,0,,0
최강마,한,암,2017/02/17,3,국5,03,최영주,말사모,컬러즈플라잉,상상봉,3,1,0,3,1,0,44600000,32, 0
최강매직,한,거,2016/04/30,4,국5,99,휴양마,함춘,한센,센텀,8,0,1,8,0,1,13280000,26, 0
최강스타,한(포),수,2016/03/28,4,국2,99,휴양마,함춘,MIDSHIPMAN,스티컬러,10,5,0,6,4,0,179950000,67, 0
최강신기,한,거,2016/03/30,4,국5,30,토니,이기선,채플로열,백락고,7,0,2,6,0,2,12640000,25, 0
최강자,미,거,2013/04/10,7,외1,99,휴양마,이기선,SILVER TRAIN,스위트시즐,17,7,0,2,0,0,447000000,10, 69673
최강토마,한,수,2017/02/23,3,국6,34,리카디,이기선,테스타마타,노블만료,0,0,0,0,0,0,0,,0
최강특급,한,수,2017/02/11,3,국5,99,휴양마,김경민,티즈원더풀,이스트햄튼,3,1,1,3,1,1,34600000,31, 0
최강팀,한,수,2017/03/13,3,국3,18,박대흥,박남성,올드패션드,셀시,5,3,2,5,3,2,257700000,59, 0
최강파티,한,수,2016/03/25,4,국5,30,토니,함춘,메니피,백파,7,1,1,6,1,1,28800000,31, 0
최고비상,한,거,2015/03/25,5,국5,17,김점오,과천시청,유로실버,후지노코하기,26,1,0,11,0,0,24240000,21, 0
최고캠프,한,암,2017/04/29,3,국미,99,휴양마,함춘,채플로열,제석,0,0,0,0,0,0,0,,0
추석달,한,암,2016/03/13,4,국6,99,휴양마,박충범,피스룰즈,청운태후,7,0,0,7,0,0,1600000,,2000
축복의약속,미,수,2017/04/10,3,외4,22,안병기,신승열,TAPITURE,FIRST FREEDOM,4,0,0,4,0,0,21900000,39, 0
춘산,미,암,2017/03/28,3,외4,25,전승규,이관형,CAIRO PRINCE,BETTY'S WISH,2,1,1,2,1,1,58500000,5, 0
치투치투,미,수,2017/04/12,3,외4,99,휴양마,이경희,CHITU,GATOR HALL,3,0,0,3,0,0,0,36, 0
카빙크로스,한,수,2017/03/26,3,국5,52,김동균,공이공팔,피스룰즈,싱그러운초원,2,1,0,2,1,0,25000000,3, 0
카이젠실버,한,거,2015/04/03,5,국6,13,이희영,태립,유로실버,샤텔,8,0,1,6,0,1,9360000,,50000
카일라스댄서,미,수,2015/04/19,5,외4,40,송문길,지앤지프로덕션,BROKEN VOW,HARD TO KNOW,22,1,1,10,1,0,71400000,49,6000
카일룸여제,한,암,2015/03/04,5,국4,08,최용구,한종희,리미트리스비드,총알처럼,19,3,0,9,2,0,69680000,36, 0
카일룸제왕,미,거,2017/04/09,3,외4,08,최용구,한종희,SHANGHAI BOBBY,WILDWIFE,3,0,0,3,0,0,0,36, 0
카히나,한,암,2016/03/13,4,국5,42,이관호,오종택,볼포니,스탠즈위더피스트,11,1,1,8,1,1,27120000,29, 0
캐논슈터,미,암,2016/03/12,4,외4,49,지용철,박시용,THE FACTOR,MOONSHINE MAGIC,16,0,1,10,0,1,19000000,36, 0
캠프터치,한,암,2015/03/12,5,국5,19,곽영효,이월희,포리스트캠프,콘스턴트터치,18,0,3,9,0,1,51000000,35, 0
캠핑매니아,한,암,2016/02/11,4,국6,45,김순근,오상철,리미트리스비드,캠핑포인트,8,0,0,8,0,0,960000,,0
캡틴베스트,한,거,2016/02/24,4,국5,52,김동균,최현기,테스타마타,위너트로피,9,0,1,9,0,1,21280000,28, 45000
캡틴불릿,미,수,2017/02/28,3,외4,29,배휴준,양현모,TWIRLING CANDY,UTHENICAT,2,1,1,2,1,1,46800000,49, 0
캡틴브라보,한(포),거,2017/03/15,3,국6,19,곽영효,김용래,투아너앤드서브,다이나믹퀄리티,2,0,0,2,0,0,0,,0
캡틴삭스,미,수,2016/05/05,4,외4,99,휴양마,김창식,TWIRLING CANDY,S READY,3,0,0,1,0,0,11550000,4, 0
캡틴포스원,미,수,2017/04/18,3,외4,10,정호익,서정범,UNUSUAL HEAT,GENTILLY,6,0,0,6,0,0,2400000,36, 0
캣츠미라클,미,거,2016/01/26,4,외3,99,휴양마,김창식,DISCREET CAT,XPECT MIRACLES,13,2,2,11,1,1,129450000,64, 0
커리어하이,한,암,2017/05/06,3,국미,09,강성오,고양진,애니기븐새터데이,고스틀리갤,0,0,0,0,0,0,0,,0
커버걸저스티스,미,암,2016/02/04,4,외1,99,휴양마,이미양,레볼루셔너리,EXCITING AVENUE,11,4,1,8,3,0,241650000,84, 0
컨저버티브,한,거,2014/05/13,6,국2,99,휴양마,채승배,오피서,아이즈어글로우,25,4,3,9,0,0,213800000,66, 0
컬러즈드라고,한,암,2016/03/07,4,국5,99,휴양마,(주)자성실업,컬러즈플라잉,다이아몬드드라고,11,1,1,10,1,1,28150000,3, 0
컬러즈온리,한,암,2017/03/12,3,국미,07,구자흥,김석헌,컬러즈플라잉,온리포윈,0,0,0,0,0,0,0,,0
컬러즈윙,한,암,2016/02/19,4,국6,04,박윤규,(주)자성실업,컬러즈플라잉,그랜드윙,5,0,0,5,0,0,1200000,,0
컬러즈킹,한,거,2016/04/25,4,국4,32,김윤섭,김종철,컬러즈플라잉,러브스퀸,14,1,3,12,1,3,49080000,4, 15000
컴플리트매직,한,암,2017/04/22,3,국6,99,휴양마,장석영,티즈원더풀,퍼스트우먼,4,0,0,4,0,0,2400000,,0
컴플리트모션,한,암,2016/03/12,4,국6,11,조현수,장석영,컬러즈플라잉,메인플라워,10,0,0,8,0,0,15120000,,0
컴플리트샤인,한,암,2017/04/30,3,국미,11,조현수,장석영,오피서,인더컬,0,0,0,0,0,0,0,,0
컴플리트쇼크,한,암,2016/02/09,4,국6,99,휴양마,장석영,사이먼퓨어,델타드림,4,0,0,4,0,0,960000,,0
컴플리트스윕,한,수,2015/02/11,5,국1,11,조현수,장석영,사이먼퓨어,퓨앤파비트윈,17,5,4,8,1,2,303950000,83, 0
컴플리트캡틴,한,수,2017/02/25,3,국4,50,박재우,장석영,포리스트캠프,새로운리더,4,3,0,4,3,0,97800000,46, 0
컴플리트킹덤,한,수,2017/03/04,3,국4,50,박재우,장석영,컬러즈플라잉,퀸어브빅토리,5,3,1,5,3,1,110600000,48, 0
케미블루,미,수,2016/03/14,4,외3,43,서정하,길용우,콜로넬존,SHAKE N QUAKE,17,0,4,12,0,4,69600000,53, 0
케이엔로드,한,수,2017/04/16,3,국4,18,박대흥,조경수,올드패션드,포에마,7,1,1,7,1,1,228350000,46, 0
케이엔블루,한,거,2015/05/08,5,국1,18,박대흥,조경수,오피서,케이티즈저널,18,7,5,4,1,1,344210000,9, 0
케이엔에이스,미,암,2016/04/03,4,외3,99,휴양마,조경수,BELLAMY ROAD,HEART OF HONOR,8,1,1,7,1,1,68100000,52, 0
케이엔원더풀,한,수,2017/05/06,3,국6,18,박대흥,조경수,티즈원더풀,홀리데이탭,3,0,0,3,0,0,5400000,,0
케이엔파워,한,암,2017/03/27,3,국미,99,휴양마,조경수,올드패션드,에이티파이브에스,0,0,0,0,0,0,0,,0
케이킹,한,거,2014/04/16,6,국3,99,휴양마,최홍일,오피서,대효,26,3,2,8,1,0,169750000,52, 0
케이톱킹,한,수,2017/02/13,3,국4,50,박재우,오종환,엑톤파크,플라이톱퀸,5,2,0,5,2,0,62200000,41, 0
켄터키망치,미,거,2017/03/09,3,외4,99,휴양마,(주)나스카,VERRAZANO,STRANGE ROMANCE,2,0,0,2,0,0,0,37, 0
코리아기적,한,수,2017/02/03,3,국6,49,지용철,오종환,한센,프리실라,4,0,0,4,0,0,0,,0
코리아대장부,한,거,2016/04/13,4,국6,29,배휴준,곽승용,페더럴리스트,코리아캡틴,11,0,0,9,0,0,8080000,,0
코리안펄,한,수,2017/04/20,3,국6,24,서홍수,박순옥,경부대로,골든드리머,1,0,0,1,0,0,0,,0
코인블레이드,한,수,2016/06/10,4,국6,14,이신영,김병진,엑톤파크,장산칼리,1,0,0,1,0,0,5200000,,61697
코인피버,미,거,2017/03/16,3,외4,53,김동철,(주)디알엠씨티,FIRST DUDE,AST PUNCH N JUDY,2,0,0,2,0,0,0,37, 0
코일로,한,암,2016/04/30,4,국5,30,토니,이혜란,채플로열,포에마,12,1,2,10,1,2,40280000,35, 0
코팔레로,미,거,2014/02/08,6,외4,43,서정하,배창환,TALENT SEARCH,DYNARHYTHM,41,1,0,10,0,0,42300000,2, 35634
콘도르여왕,한,암,2017/03/18,3,국미,99,휴양마,문창완,티즈원더풀,던매뉴버,0,0,0,0,0,0,0,,0
콘스티솔로,미,수,2017/02/03,3,외4,25,전승규,박철근,CONSTITUTION,SOLO SURVIVOR,1,1,0,1,1,0,42750000,47, 0
콜윈,미,거,2016/05/01,4,외3,01,박종곤,이미양,SKY MESA,LROSE MORNING,14,2,1,11,2,1,122700000,59, 0
콰이어트아델,한,암,2017/03/12,3,국4,40,송문길,이종훈,메니피,콰이어트시크릿,5,2,0,5,2,0,67800000,38, 0
쾌속블레이드,한,암,2017/04/23,3,국미,99,휴양마,말사모,티즈원더풀,쾌속지왕,0,0,0,0,0,0,0,,0
쾌한예봉산,한,암,2015/04/30,5,국3,52,김동균,김영근,한센,로렌브레이,23,4,2,9,1,0,143230000,6, 0
쿠레나이원,한,암,2017/03/18,3,국6,17,김점오,금악목장,인그란디어,쿠레나이모유루,1,0,0,1,0,0,0,,0
쿠레레쿠스,한,수,2017/05/27,3,국6,42,이관호,이재원,록하드텐,허니팟,0,0,0,0,0,0,0,,0
퀀텀점프,미,수,2016/03/22,4,외4,34,리카디,남기태,CONGRATS,ARISTO,11,0,1,10,0,1,23400000,4, 0
퀸라이언,한,암,2017/03/25,3,국6,52,김동균,신우철,페더럴리스트,위딘라이언,0,0,0,0,0,0,0,,0
퀸오브캠프,한,암,2016/04/13,4,국5,50,박재우,윤건구,포리스트캠프,트레킹,14,0,4,9,0,3,60400000,34, 0
큐티바비,한,암,2016/04/26,4,국4,32,김윤섭,지원철,볼포니,다이나믹바비,12,3,0,9,3,0,65600000,43, 0
큐피드가이,미,거,2016/01/31,4,외3,54,박천서,서순배,JIMMY CREED,SHE'S EXTREME,9,1,2,7,1,2,94050000,58, 0
큐피드강자,한,거,2015/02/25,5,국5,23,유재길,태희종합건설,채플로열,길드리걸,23,1,2,7,1,0,51320000,27, 55000
큐피드데이트,한,거,2015/02/19,5,국4,23,유재길,태립,피스룰즈,레이트데이트,23,2,1,8,0,1,100480000,46, 30000
큐피드미션,미,수,2017/04/03,3,외3,12,서범석,서순배,MISSION IMPAZIBLE,CREEK GIRL,4,1,0,4,1,0,58350000,52, 0
큐피드베이브,뉴,수,2017/10/12,3,외미,41,신삼영,서순배,POWER,DIAMOND BABE,0,0,0,0,0,0,0,,0
큐피드비상,한,암,2017/04/25,3,국6,12,서범석,서순배,선더모카신,화려한비상,3,0,1,3,0,1,14600000,,0
큐피드스카이,미,거,2017/02/17,3,외4,54,박천서,서순배,SKY MESA,XOTIC TAP,3,0,0,3,0,0,3000000,36, 0
큐피드여왕,한,암,2016/05/09,4,국5,23,유재길,태립,선더모카신,위티레이디,12,0,2,11,0,2,18640000,22, 50000
큐피드초이스,한(포),암,2016/03/20,4,국5,23,유재길,서순배,DISCREET CAT,나우어데이즈,14,0,1,11,0,1,14640000,21, 0
큐피드코리아,한,거,2017/03/21,3,국6,99,휴양마,서순배,애니기븐새터데이,쿠킨아웃,3,0,0,3,0,0,1600000,,0
큐피드플라잉,한,수,2016/03/20,4,국5,13,이희영,서순배,컬러즈플라잉,루비캔터,11,1,0,9,0,0,30000000,25, 0
큐피드허니,한,거,2017/02/16,3,국5,13,이희영,오왕근,채플로열,허니캠프,4,1,0,4,1,0,36600000,3, 0
크레이지델타,미,암,2017/01/28,3,외4,05,우창구,서창식,EMPIRE MAKER,ULPIT ANGEL,2,0,0,2,0,0,0,37, 0
크레이지위키,호,수,2015/08/28,5,외2,99,휴양마,서창식,WICKED STYLE,AUNTING THOUGHT,17,2,4,11,1,4,151200000,7, 0
크레이지큐,한,암,2016/04/12,4,국5,99,휴양마,서창식,백광,탄디아,8,1,0,6,1,0,15680000,28, 0
크레이지팩터,호,수,2015/11/22,5,외2,31,강환민,서창식,THE FACTOR,GLORY,13,2,0,5,1,0,114000000,67, 0
클래식댄서,한,암,2016/03/18,4,국6,45,김순근,임민영,애니기븐새터데이,오렌지트위스트,4,0,0,4,0,0,0,,0
클레이위너,한,수,2017/05/31,3,국5,99,휴양마,김용래,한센,프레리타운십,3,0,2,3,0,2,18100000,28, 0
클리어검,한,암,2016/04/06,4,국1,45,김순근,조창석,클리어어템프트,쾌검,12,6,3,10,5,3,421080000,82, 0
클리어골드,한,암,2017/05/09,3,국미,33,서인석,이용대,클리어어템프트,이상화,0,0,0,0,0,0,0,,0
클리어스토리,한,암,2016/04/15,4,국6,08,최용구,김창만,클리어어템프트,스위트앤설트리,8,0,0,8,0,0,7280000,,0
클린업벨라,미,수,2017/05/03,3,외4,50,박재우,씨유네트워크,OXBOW,BELLA CARDONA,3,0,3,3,0,3,44700000,47, 60000
클린업보드,미,수,2015/04/14,5,외1,52,김동균,민형근,BIRDSTONE,OVERBOARD,13,4,2,7,2,1,242850000,82, 0
클린업샤인,미,암,2017/02/09,3,외4,31,강환민,씨유네트워크,AWESOME OF COURSE,HINING MOMENT,2,0,1,2,0,1,26250000,43, 50000
클린업시크릿,한(포),수,2015/04/28,5,국2,40,송문길,씨유네트워크,SUPER SAVER,콰이어트시크릿,22,6,2,8,3,1,287900000,78,5000
클린업트리오,한,거,2016/03/12,4,국5,09,강성오,씨유네트워크,선더모카신,다이나룩,14,1,2,9,1,1,54640000,35,7900
클린업특급,한,수,2015/04/27,5,국1,50,박재우,씨유네트워크,메니피,당대특급,15,6,3,7,3,0,281500000,84, 12000
클린업해피,한(포),거,2017/03/12,3,국5,50,박재우,민형근,PAYNTER,드림딜라이트,1,1,0,1,1,0,34200000,31, 0
클린플라워,한,암,2015/04/10,5,국4,33,서인석,이긍열,피스룰즈,포리스트플라워,23,2,1,8,0,0,88200000,37,3000
클린하트,한(포),수,2017/04/09,3,국6,48,김대근,김경민,ARTIE SCHILLER,캐쥬얼프라이데이,4,0,0,4,0,0,1200000,,0
키스인더파크,한,암,2016/04/30,4,국6,26,안해양,이시돌협회,엑톤파크,센서리어스키스,3,0,0,1,0,0,0,,0
킬라타스,한,수,2017/04/22,3,국6,24,서홍수,오종택,선더모카신,거린사슴,1,0,0,1,0,0,0,,0
킬리의제왕,미,수,2015/03/10,5,외2,40,송문길,(주)나스카,DIALED IN,CLIFF'S SECRET,13,2,2,9,2,2,165300000,79, 30000
킬리의표범,호,거,2014/08/27,6,외4,20,배대선,지앤지프로덕션,SCAREDEE CAT,GREY DANZ,9,0,1,6,0,1,22800000,42, 40000
킹리,한,거,2016/02/11,4,국5,17,김점오,금악목장,페더럴리스트,쿠레나이모유루,15,0,2,10,0,2,17200000,26, 0
킹메신저,한,수,2014/03/08,6,국3,99,휴양마,죽마조합,시에로골드,난초,26,4,3,8,1,1,203500000,58, 0
킹손,한,거,2016/02/29,4,국5,54,박천서,이동일,클리어어템프트,레스트리스원,1,1,0,1,1,0,22800000,31, 0
킹스데이,한,수,2017/03/18,3,국6,99,휴양마,피닉스,머스킷맨,예당,1,0,0,1,0,0,0,,0
킹스캐리지,한,수,2016/04/14,4,국5,31,강환민,이성인,메니피,트윈지지,8,1,0,8,1,0,31280000,31, 0
킹에이스,한,수,2017/01/21,3,국6,25,전승규,박철근,테스타마타,오마이크릭,1,0,1,1,0,1,8800000,,0
킹오브더필드,한,거,2017/01/20,3,국6,52,김동균,신윤경,컬러즈플라잉,엑톤레거시,7,0,0,7,0,0,0,,0
킹오브룰즈,한,수,2016/05/09,4,국4,11,조현수,이혜란,피스룰즈,하이틴,12,1,6,11,1,6,95600000,5, 0
킹오브선데이,한,수,2016/04/13,4,국4,29,배휴준,양현모,페더럴리스트,마음의빛,6,1,2,4,0,2,61600000,37, 0
킹오브이글,한,거,2016/02/08,4,국5,11,조현수,신우철,페더럴리스트,라이징글로리,10,0,2,9,0,2,20640000,26, 0
킹오브킹즈,한,수,2016/02/19,4,국6,99,휴양마,신우철,메니피,스피닝얀,2,0,0,2,0,0,0,,0
킹즈스텝,호,수,2016/10/22,4,외2,50,박재우,오종택,UNCLE MO,BALLERINA GIRL,6,3,0,6,3,0,128250000,69, 0
킹즈워리어,미,수,2014/04/03,6,외3,37,심승태,김지훈,MAJESTIC WARRIOR,YTHICAL YARN,21,2,3,5,0,0,162300000,64, 0
킹칸모르,한,수,2017/04/20,3,국6,17,김점오,이중연,한센,빅터헌터,4,0,0,4,0,0,9200000,,0
킹포세,한(포),수,2015/03/28,5,국3,29,배휴준,전석호,CALEB'S POSSE,벨이밴저린,21,3,2,6,0,0,147930000,54, 0
킹플러키,한,거,2013/05/30,7,국3,29,배휴준,양현모,호크윙,플러키브로드,33,3,4,9,0,0,149250000,55, 0
타미나,한,암,2015/05/30,5,국6,20,배대선,이태인,한센,아티스트,9,0,1,6,0,1,10000000,,0
타우러스,한,수,2015/05/28,5,국4,27,박병일,한명로,컬러즈플라잉,블로섬어게인,12,3,2,6,1,0,98280000,47, 0
탁트인,한,암,2017/02/16,3,국3,49,지용철,김광명,한센,스트리트골드,7,3,2,7,3,2,119550000,53, 0
탑매직마스터,호,거,2015/08/11,5,외3,05,우창구,이미양,BIG BROWN,CABLE CAR,13,1,0,8,1,0,58200000,51, 0
탑뮤직,한,거,2016/02/25,4,국4,24,서홍수,윤훈열,천년대로,두지,11,2,1,11,2,1,52480000,41, 0
탑플라잉,호,거,2016/08/14,4,외4,99,휴양마,이미양,DECLARATION OF WAR,YAS,6,0,0,6,0,0,2400000,36, 0
태양의눈,한,거,2017/04/05,3,국6,99,휴양마,김선식,머스킷맨,프린세스섬,1,0,0,1,0,0,0,,0
태양의후예,미,거,2014/02/21,6,외2,50,박재우,윤건구,디바인파크,BUFFALO BIRD WOMAN,22,3,2,5,1,0,192750000,73, 0
태풍아이즈,한,수,2015/03/10,5,국5,99,휴양마,장철환,메니피,베이비선데이,16,1,1,9,0,1,40880000,34, 0
탭패션드,미,거,2015/05/10,5,외2,20,배대선,김진영a,올드패션드,ELLA MARIE,20,2,4,10,0,3,190050000,7, 0
탱고타임,한,거,2017/04/09,3,국4,28,최상식,변갑한,한센,탱고프라스펙트,6,2,1,6,2,1,73200000,4, 0
