horse_name,horse_home,horse_sex,horse_dob,horse_age,horse_class,horse_group,horse_trainer,horse_owner,horse_dad,horse_mom,race_count,first,second,one_yr_count,one_yr_first,one_yr_second,horse_earned_money,horse_rating,horse_price
루킹굿,한,수,2016/03/06,4,국4,25,전승규,신우철,페더럴리스트,퀘일런,7,2,0,7,2,0,46880000,43, 0
루킹퍼스트,미,수,2017/04/25,3,외4,08,최용구,홍기석,BRETHREN,JITTERBUG BLUES,2,0,0,2,0,0,9750000,39, 0
룰브레이커,한,수,2016/05/12,4,국3,24,서홍수,오종택,테스타마타,엔들리스헤로인,14,3,3,7,1,1,144870000,63, 0
르루아블랑,한,암,2017/04/27,3,국6,54,박천서,박병룡,포리스트캠프,푸른미소,0,0,0,0,0,0,0,,0
르포브,뉴,거,2017/11/04,3,외미,30,토니,(주)디알엠씨티,EL ROCA,BEETLE,0,0,0,0,0,0,0,,0
리드머니,한,암,2014/03/07,6,국1,04,박윤규,박덕희,엑스플로잇,미스퍼스낼러티,34,5,5,8,0,1,803700000,9, 0
리멤버웬,한,암,2017/04/13,3,국미,34,리카디,페가수스,록하드텐,랜드슬라이드빅토,0,0,0,0,0,0,0,,0
리빙스턴,한,수,2015/02/11,5,국3,52,김동균,최임규,제이에스홀드,동해야,23,2,6,10,1,4,136470000,55, 0
리쉬부르,한(포),거,2016/03/16,4,국6,99,휴양마,박병룡,BROKEN VOW,엘레건트스완,9,0,0,9,0,0,960000,,0
리암스무니,미,거,2016/04/26,4,외4,33,서인석,이유환,MOJAVE MOON,UR GIN MILL,9,0,1,9,0,1,14200000,37, 0
리얼팩,한,거,2017/04/20,3,국6,27,박병일,고광숙,오피서,리얼로우즈,2,0,0,2,0,0,1600000,,0
리커버리탑,한,암,2016/03/21,4,국6,32,김윤섭,변갑한,리미트리스비드,미스스트라빈스키,8,0,0,5,0,0,2800000,,0
리틀미스,한,암,2017/02/25,3,국미,26,안해양,이시돌협회,엑톤파크,패스트앤플래시미,0,0,0,0,0,0,0,,0
리틀보이플래시,미,거,2016/04/21,4,외4,04,박윤규,박덕희,FLASHBACK,AZUCAA,17,0,3,11,0,1,65700000,45, 0
릴패트론,미,거,2016/04/25,4,외1,99,휴양마,고재완,FIBER SONDE,TEQUILA N' LIME,11,4,2,11,4,2,213750000,83, 0
마루캐슬,한,암,2017/04/22,3,국6,99,휴양마,류재욱,라이언메탈,용마루,0,0,0,0,0,0,0,,25000
마보스,미,거,2017/02/06,3,외4,08,최용구,권태석,PAYNTER,CODE OF ETHICS,3,0,0,3,0,0,2400000,37, 0
마샤,한,암,2015/02/11,5,국5,10,정호익,박남성,엑톤파크,펄어브밸러,20,0,4,10,0,1,60200000,29, 0
마성질주,한,수,2016/04/09,4,국4,99,휴양마,천사들의 안장,애니기븐새터데이,히든그리팅,7,2,2,6,2,2,54520000,37, 0
마성투혼,한,암,2017/04/07,3,국5,33,서인석,천사들의 안장,포리스트캠프,행복한계절,7,1,1,7,1,1,43430000,33, 0
마성혼신,한,암,2017/05/23,3,국미,99,휴양마,천사들의 안장,시에로골드,프레저베이션,0,0,0,0,0,0,0,,0
마스터퓨처,한,거,2017/03/07,3,국6,24,서홍수,김명식,애니기븐새터데이,스타드퀸,2,0,0,2,0,0,2450000,,0
마음누리,한,수,2016/02/10,4,국6,99,휴양마,김명식,오피서,블랙탄,0,0,0,0,0,0,0,,100
마음의준비,한,암,2016/03/25,4,국6,99,휴양마,홍금희,어플리트어게인,해뜨는아침,2,0,0,2,0,0,0,,0
마이로미오,미,수,2017/04/23,3,외4,42,이관호,(주)디알엠씨티,BANDBOX,DEAR RACHEL,4,0,0,4,0,0,6750000,36, 0
마이멤버,한,암,2017/06/05,3,국5,10,정호익,백국인,프라이빗보우,실비아그린,2,1,0,2,1,0,16150000,31, 0
마이시스터니나,미,암,2016/04/30,4,외3,33,서인석,김종진,ALGORITHMS,MY SISTER MARGARET,10,1,2,10,1,2,64950000,51, 0
마이티고,미,거,2017/03/11,3,외3,24,서홍수,조병태,RACE DAY,레보레이디,3,2,0,3,2,0,67200000,56, 0
마이티뉴,뉴,거,2017/09/19,3,외미,24,서홍수,조병태,RED GIANT,OUTRAGE,0,0,0,0,0,0,0,,0
마이티럭,한,암,2016/02/18,4,국3,24,서홍수,조병태,래칸터,환상신화,7,3,2,7,3,2,110000000,52, 0
마이티붐,미,암,2017/05/04,3,외4,30,토니,조병태,ADIOS CHARLIE,K K'S KITTY,2,0,0,2,0,0,3750000,38, 0
마이티수,미,수,2017/02/18,3,외3,24,서홍수,조병태,SUPER SAVER,GOLD INDY,5,2,0,5,2,0,92700000,55, 0
마이티씽,미,수,2015/03/28,5,외1,24,서홍수,조병태,CONGRATS,FANTASY FOREST,16,6,2,2,0,0,434150000,102, 0
마이티엠,미,수,2016/04/26,4,외4,24,서홍수,조병태,MISSION IMPAZIBLE,CO,5,0,1,5,0,1,31950000,47, 0
마이티윙,미,수,2016/04/19,4,외3,24,서홍수,조병태,CONGRATS,GREENBACK FOREST,14,1,3,10,1,3,88200000,55, 0
마이티참,미,암,2017/03/21,3,외미,24,서홍수,조병태,MACHO UNO,RCHID LANE,0,0,0,0,0,0,0,,0
마이티킨,한,암,2017/03/20,3,국미,24,서홍수,조병태,티즈원더풀,축복의통로,0,0,0,0,0,0,0,,0
마이호크,한,수,2016/04/25,4,국3,99,휴양마,백국인,프라이빗보우,실비아그린,13,4,0,10,3,0,151000000,59, 0
마초브레시,한(포),암,2016/05/03,4,국6,99,휴양마,권인택,MUCHO MACHO MAN,브레시,5,0,0,3,0,0,0,,0
마칼루스타,한,암,2017/04/29,3,국미,24,서홍수,김세민,스트라이크어게인,어위원인더벙커,0,0,0,0,0,0,0,,0
마칼루요정,한,암,2017/04/22,3,국미,24,서홍수,김세민,스트라이크어게인,레일건,0,0,0,0,0,0,0,,0
마칼루퀸,한,암,2017/04/30,3,국6,24,서홍수,김명식,메니피,필와츠리얼,2,0,0,2,0,0,0,,0
마칼루파워,한,수,2017/05/20,3,국미,24,서홍수,김세민,대자연,광야일출,0,0,0,0,0,0,0,,0
마크스토리,미,거,2017/02/15,3,외2,25,전승규,박웅진,CURRENCY SWAP,DREAMLICIOUS,3,3,0,3,3,0,118200000,74, 0
마패봉,한,수,2015/03/14,5,국5,49,지용철,박시용,엑톤파크,노블만료,20,1,2,12,0,1,55120000,32, 0
마하걸,일,암,2017/05/02,3,외4,16,최봉주,미즈타니 마사테루,KANE HEKILI,TAHITIAN MEMORY,2,0,0,2,0,0,0,37, 0
마하선더,한,수,2016/03/12,4,국5,99,휴양마,장철환,선더모카신,바다제비,11,1,1,11,1,1,23920000,29, 0
마하승천,한,수,2016/03/16,4,국5,99,휴양마,장철환,애니기븐새터데이,오마이선,7,1,0,7,1,0,13680000,29, 0
마하영웅,한,수,2017/03/26,3,국미,41,신삼영,장철환,지금이순간,당대전승,0,0,0,0,0,0,0,,0
마하제일,한,암,2017/04/05,3,국미,99,휴양마,장철환,광야제일,쿨링크,0,0,0,0,0,0,0,,0
마하탄생,미,암,2015/02/04,5,외4,99,휴양마,한영석,ALTERNATION,DYNA DEL,19,0,1,10,0,1,12400000,3, 0
막판찬스,한,암,2017/04/21,3,국미,23,유재길,김수경,선더모카신,동보환희,0,0,0,0,0,0,0,,0
만석지기,한(포),수,2016/02/20,4,국4,01,박종곤,한종희,PAYNTER,로희,9,2,1,7,2,1,56800000,41, 0
만세,한(포),거,2017/04/10,3,국5,21,임봉춘,김진태a,AFLEET ALEX,라스트워드,6,1,0,6,1,0,18240000,29, 0
만에하나,한,거,2016/04/13,4,국5,53,김동철,이원태,컬러즈플라잉,칠리크래커,15,0,1,11,0,1,23280000,29, 0
말리부불패,미,수,2015/04/10,5,외1,14,이신영,정영식,MALIBU MOON,SPIRITED AWAY,12,4,3,1,1,0,261000000,91, 0
말리부진저,미,거,2015/02/21,5,외3,14,이신영,정영식,MALIBU MOON,QUANAH COUNTY,16,1,1,10,1,1,87450000,6, 0
말리지마,미,수,2015/02/20,5,외4,19,곽영효,황봉기,MALIBU MOON,D ASSURANCE,9,0,0,5,0,0,18600000,41, 0
맘마로마,한,암,2016/03/15,4,국4,34,리카디,김용래,애니기븐새터데이,금빛승리,13,1,5,8,0,3,134700000,43, 0
맘보칸,한,수,2015/02/20,5,국2,99,휴양마,김세권,맘보트레인,화려한축제,20,4,3,9,1,1,185490000,66, 0
맞잡은손,한,암,2015/04/17,5,국4,11,조현수,임흥호,볼포니,세븐리그부츠,29,2,2,9,0,1,87720000,37, 20000
매드디바,한,암,2017/03/23,3,국6,54,박천서,한명로,원쿨캣,두승산,6,0,1,6,0,1,14720000,,0
매지컬초이스,미,수,2015/04/09,5,외3,99,휴양마,태희종합건설,FLAT OUT,SWAMPOODLE,6,1,1,6,1,1,64050000,58, 30000
매직만점,한,수,2017/03/14,3,국미,99,휴양마,김창희,애니기븐새터데이,만점환희,0,0,0,0,0,0,0,,0
매직알리바바,미,암,2017/03/27,3,외4,25,전승규,이경희,MUSKETIER,NIEVE,0,0,0,0,0,0,0,38, 0
매직페인터,미,암,2017/05/06,3,외4,09,강성오,이경희,PAYNTER,DOVE SEASON,0,0,0,0,0,0,0,38, 0
매직포스원,미,거,2017/02/07,3,외4,99,휴양마,서정범,UNUSUAL HEAT,OUL CRAZY,4,0,0,4,0,0,0,36,9000
매직플랜,한,암,2017/04/01,3,국6,45,김순근,김재영a,플랜,딕시핫샷,1,0,1,1,0,1,8800000,,0
매치캡틴,미,수,2016/04/14,4,외3,99,휴양마,고재완,FED BIZ,LOVE MY EMPIRE,11,1,2,7,0,2,70050000,54, 0
매치퀸,한,암,2016/03/23,4,국3,33,서인석,고재완,애니기븐새터데이,팔메토블룹스,7,4,0,7,4,0,136950000,63, 0
맥스대로,한,암,2017/02/28,3,국6,26,안해양,최종환,경부대로,맥스비어,3,0,0,3,0,0,3500000,,0
맥파이,한,암,2015/04/30,5,국4,17,김점오,강균호,맘보트레인,모델액트리스,7,2,3,6,2,2,73080000,4, 0
맨해튼뮤직,미,암,2015/04/06,5,외3,99,휴양마,(주)인펨,GIO PONTI,WHOBABYDATIZ,21,0,4,8,0,2,99900000,55, 0
맹산히어로,미,수,2016/02/07,4,외4,49,지용철,조용학,GRAYDAR,CLASS WITH A K,18,0,0,11,0,0,7200000,27, 0
맹주,미,수,2016/04/11,4,외4,21,임봉춘,박정웅,STREET SENSE,GIANT LEAP,12,0,0,11,0,0,21000000,38, 0
머니강자,한,수,2017/04/15,3,국미,20,배대선,강종우,볼포니,큰마마,0,0,0,0,0,0,0,,0
머니대륙,한,암,2015/04/06,5,국3,20,배대선,박상헌,리미트리스비드,동서대륙,21,3,5,12,1,5,176500000,56, 0
머니라인,한,수,2017/03/18,3,국6,99,휴양마,박상헌,록하드텐,스마티로드,6,0,0,6,0,0,3000000,,0
머니시장,한,암,2017/03/30,3,국5,20,배대선,박상헌,피스룰즈,퍼스트워리어,2,0,2,2,0,2,25200000,27, 0
머니실크,한,수,2017/04/18,3,국5,20,배대선,이광수a,애니기븐새터데이,실크터치,4,0,2,4,0,2,33800000,29, 0
머니지프,한,거,2015/04/19,5,국4,20,배대선,강종우,엑스플로잇,그랜드지프,27,2,1,11,1,0,99400000,4, 0
머니챔프,한,거,2017/02/12,3,국5,52,김동균,최임규,경부대로,기적의천사,5,1,2,5,1,2,48400000,35, 0
머니캠프,한,암,2014/03/13,6,국3,30,토니,이기선,포리스트캠프,제석,18,3,0,4,0,0,109100000,51, 0
머니캣,한,수,2016/05/25,4,국6,02,손영표,최임규,원쿨캣,센트럴코스트,6,0,0,6,0,0,0,,0
머니포켓,한,암,2016/02/23,4,국4,99,휴양마,최임규,한센,포킷풀어브머니,8,2,1,4,0,1,79800000,41, 0
머스탱런,미,수,2016/02/24,4,외4,44,김학수,이영성,FLAT OUT,EHYA,10,1,1,8,1,1,52200000,47, 0
멋진금성,한,수,2017/03/13,3,국5,50,박재우,조창규,한센,멋진세계,5,1,1,5,1,1,42800000,34, 0
멋진데,미,암,2017/05/07,3,외4,04,박윤규,정기찬,CREATIVE CAUSE,LIL MISS JONES,3,0,0,3,0,0,0,36, 0
멋진승부,한,수,2017/03/14,3,국6,99,휴양마,이종욱,머스킷맨,멋진그녀,1,0,0,1,0,0,2400000,,0
멋진왕자,미,수,2017/02/13,3,외3,04,박윤규,정기찬,TEMPLE CITY,BRILLIANT FUTURE,4,1,2,4,1,2,69900000,56, 0
메갈리오스,미,수,2015/03/25,5,외1,42,이관호,이재원,MIDSHIPMAN,DOWER,20,4,2,8,2,1,248000000,81, 0
메니그랜드,한,암,2016/03/29,4,국4,99,휴양마,박정재,메니피,베이그노션,9,2,1,8,2,1,79400000,43, 0
메니스마트,한,암,2015/03/30,5,국4,40,송문길,박정재,메니피,로코모션,16,2,1,10,1,1,77400000,45, 0
메니스탠드,한,암,2016/04/24,4,국5,52,김동균,이근우,메니피,스테인드글라스,9,1,1,9,1,1,37600000,31, 25000
메니스톰,한,암,2017/03/30,3,국6,16,최봉주,양순희,디바인파크,메니체리,2,0,0,2,0,0,0,,0
메니스퍼트,한,암,2017/05/02,3,국미,37,심승태,박정재,메니피,다이나스퍼트,0,0,0,0,0,0,0,,0
메니스피드,한,수,2016/04/14,4,국4,11,조현수,최몽주,메니피,미스개츠비Ⅱ,15,1,1,14,1,1,75840000,41, 0
메니챔프,한,수,2017/04/20,3,국4,22,안병기,조명식,메니피,다이아몬드브리나,6,2,1,6,2,1,75000000,42, 0
메니히어로,한,수,2017/02/22,3,국4,52,김동균,박정배,메니피,포킷풀어브머니,7,2,3,7,2,3,102000000,5, 0
메디치퀸,호,암,2016/09/20,4,외미,99,휴양마,(주)나스카,UNCLE MO,ZMAR,0,0,0,0,0,0,0,,0
메이블루,한,암,2017/04/08,3,국6,04,박윤규,박덕희,애니기븐새터데이,노다웃,4,0,0,4,0,0,3000000,,0
메이세이드림,한,암,2016/04/29,4,국5,32,김윤섭,이종욱,메이세이오페라,브리짓스드림,6,1,0,6,1,0,15680000,27, 0
메이플문,미,수,2016/02/27,4,외4,23,유재길,곽승용,THE LUMBER GUY,ANSOM MOON,13,0,0,9,0,0,5000000,29, 0
메인이벤트,한,수,2015/05/23,5,국4,20,배대선,박웅진,샤프휴머,기모아,28,2,2,13,2,1,65280000,36, 0
명마질주,한,암,2016/04/20,4,국4,99,휴양마,조창석,페더럴리스트,좋은친구,12,1,3,9,1,3,57640000,42, 0
명마타임,한,수,2017/04/14,3,국6,41,신삼영,조창석,록하드텐,선시드,0,0,0,0,0,0,0,,0
명왕,한,거,2016/04/09,4,국4,99,휴양마,최종환,컬러즈플라잉,심즈라이크어라킷,3,2,1,3,2,1,54000000,41, 0
명진맨,한(포),거,2015/04/01,5,국4,18,박대흥,(주)자성실업,DROSSELMEYER,엘에이걸,16,2,3,8,1,3,98480000,49, 0
명진스톰,미,암,2017/03/08,3,외4,18,박대흥,정은섭,CONSTITUTION,ICY TEA,2,0,0,2,0,0,7500000,38, 0
명진플라이,미,거,2017/02/01,3,외2,18,박대흥,(주)자성실업,CONSTITUTION,CHARISMATA,6,2,3,6,2,3,130350000,69, 0
명품축제,한,수,2016/03/22,4,국2,17,김점오,박양호,페더럴리스트,원더유니콘,15,4,1,10,1,1,438930000,72, 0
모닝동자,한,거,2017/02/09,3,국미,25,전승규,김중길,동서대로,디나미까,0,0,0,0,0,0,0,,0
모닝타이거,호,거,2016/10/14,4,외4,11,조현수,지앤지프로덕션,FALVELON,HEART'S PURRING,2,0,0,2,0,0,0,37, 12000
모르피스,미,거,2015/04/11,5,외1,42,이관호,박남성,STEPHEN GOT EVEN,CHINCHILLA,20,6,5,7,2,2,462600000,11, 0
모스퀼,한,수,2017/05/19,3,국미,23,유재길,김용재,제이에스홀드,감동의주말,0,0,0,0,0,0,0,,0
무강,한,수,2017/03/08,3,국미,09,강성오,최현우,디바인파크,알찬우승,0,0,0,0,0,0,0,,0
무도,한,수,2016/05/25,4,국3,42,이관호,황은호,티즈원더풀,고헬렌고,9,2,3,6,2,2,96000000,52, 0
무등비마,한,암,2017/06/01,3,국6,13,이희영,이창모,플랜,프레이즈밴드,0,0,0,0,0,0,0,,0
무비쿠스,미,수,2017/04/18,3,외3,22,안병기,강현철,MALIBU MOON,'S COOKIN,6,1,1,6,1,1,71250000,55, 0
무소의뿔,호,거,2016/10/01,4,외4,40,송문길,지앤지프로덕션,VERRAZANO,REMNANT,2,0,0,2,0,0,0,37,6000
무쌍황후,한,암,2017/04/30,3,국미,34,리카디,이기훈,밥앤드존,골든걸슈,0,0,0,0,0,0,0,,0
무한세대,한,거,2017/05/20,3,국미,19,곽영효,양수화,윈체스터,우갈라,0,0,0,0,0,0,0,,0
문학드림,미,수,2017/05/06,3,외4,01,박종곤,권경자,GEMOLOGIST,RIVOLTELLA,3,0,0,3,0,0,0,37, 0
문학리워드,미,암,2017/02/11,3,외4,99,휴양마,권경자,ALTERNATION,DARE YOU TO MOVE,5,0,1,5,0,1,20400000,41, 0
문학미스치프,미,암,2017/05/07,3,외3,10,정호익,김재영a,INTO MISCHIEF,USRAH,4,2,0,4,2,0,84000000,57, 0
문학번개,미,수,2017/04/26,3,외4,45,김순근,권경자,WICKED STRONG,MANHEIRESS,1,0,0,1,0,0,0,38, 0
문학보스,미,수,2017/02/08,3,외3,01,박종곤,권경자,RACE DAY,LADY DAPHNE,7,1,1,7,1,1,64350000,54, 0
문학서브,미,수,2017/01/25,3,외4,99,휴양마,김재영a,투아너앤드서브,MAGICAL FLUTE,3,0,0,3,0,0,0,36, 0
문학스카이,미,수,2017/04/17,3,외4,27,박병일,김재영a,SKY MESA,WARM SPRINGS GIRL,2,0,0,2,0,0,0,37, 0
문학쓰나미,미,수,2016/03/30,4,외1,10,정호익,권경자,투아너앤드서브,텔미트와이스Ⅱ,14,4,3,9,3,1,258900000,89, 0
문학아리아리,미,수,2016/03/03,4,외2,01,박종곤,권경자,투아너앤드서브,SAVANNAH,14,4,1,9,4,0,223800000,79, 0
문학에카티,미,수,2017/02/05,3,외3,10,정호익,김재영a,TALE OF EKATI,NDY'S MILLION,8,2,0,8,2,0,108750000,58, 0
문학엠파이어,미,수,2017/03/24,3,외4,10,정호익,권경자,EMPIRE MAKER,LADY LUMBERJACK,3,0,0,3,0,0,8400000,38, 0
문학워,미,수,2017/02/28,3,외미,99,휴양마,권경자,DECLARATION OF WAR,HIGH MAINTENANCE,0,0,0,0,0,0,0,,0
문학위너,미,수,2016/04/30,4,외1,06,홍대유,김재영a,ADIOS CHARLIE,THRILL,9,3,3,8,3,3,203950000,85, 0
문학의전사,미,수,2016/03/18,4,외4,50,박재우,김재영a,UNCLE MO,AFLEET LASS,8,1,0,7,1,0,45600000,45, 0
문학잭팟,미,수,2017/05/10,3,외4,06,홍대유,권경자,JUSTIN PHILLIP,RUE TEAR DROPS,2,0,0,2,0,0,0,37, 0
문학조이,미,수,2016/02/16,4,외1,10,정호익,권경자,KITTEN'S JOY,CRIMSON ORE,16,4,2,8,1,1,218100000,81, 0
문학챔피언,미,수,2017/03/03,3,외4,19,곽영효,김재영a,GEMOLOGIST,ROBBERY SUSPECT,4,0,0,4,0,0,0,36, 0
문학치프,미,수,2015/03/13,5,외1,45,김순근,권경자,PIONEEROF THE NILE,ALULLAH LULA,22,12,3,8,5,2,2116100000,137, 0
문학캡틴,미,수,2017/03/28,3,외미,13,이희영,황봉기,DISTORTED HUMOR,ABOVE IT,0,0,0,0,0,0,0,,0
문학퀸,미,암,2017/02/17,3,외4,99,휴양마,권경자,TIZNOW,CRISTINA'S JOURNEY,3,0,0,3,0,0,0,36, 0
문학킹,미,거,2017/04/15,3,외3,99,휴양마,김재영a,TIZNOW,POPPY'S BABY GIRL,5,1,1,5,1,1,71400000,55, 0
문학타이거,미,수,2016/05/01,4,외2,99,휴양마,김재영a,투아너앤드서브,A PRECIOUS MEMORY,12,3,3,7,2,2,194850000,75, 0
문학탭,미,수,2017/04/25,3,외4,13,이희영,권경자,TAPIZAR,RAEBELLA,2,0,0,2,0,0,0,37, 0
문학파이어,미,수,2016/04/11,4,외4,41,신삼영,김재영a,위드디스팅션,SHANGHAI ROSE,9,0,0,8,0,0,15150000,38, 0
문학프린세스,미,암,2015/03/27,5,외1,01,박종곤,황봉기,WILBURN,OCEAN'S AWAY,9,3,2,2,0,0,178050000,83, 0
뭉치,한,암,2016/05/01,4,국4,99,휴양마,이창모,무패강자,니캉내캉,9,2,0,7,1,0,67200000,36, 0
미라클이천,한,수,2017/02/16,3,국5,99,휴양마,이종욱,티즈원더풀,아름다운파티,3,1,0,3,1,0,29350000,3, 0
미라클호프,한,수,2016/04/12,4,국5,05,우창구,변갑한,피스룰즈,마르벨라걸,12,1,4,9,1,4,54000000,34, 0
미르스카이,한,암,2017/03/27,3,국6,02,손영표,류재욱,페더럴리스트,싱투더스카이,3,0,0,3,0,0,2000000,,45000
미르스톰,한,거,2016/02/29,4,국3,53,김동철,이월희,샤프휴머,이츠트루블루,14,3,3,9,0,3,165750000,61, 0
미사일감동,한,수,2017/03/06,3,국6,45,김순근,이장운,볼포니,더바인사라,1,0,0,1,0,0,0,,0
미사일명마,한,암,2017/04/06,3,국미,99,휴양마,이장운,올드패션드,엘리누나,0,0,0,0,0,0,0,,0
미사일아큐,한,암,2017/04/07,3,국미,99,휴양마,이장운,시에로골드,아큐판시,0,0,0,0,0,0,0,,0
미사일캔디,한(포),수,2015/01/30,5,국5,03,최영주,이장운,TWIRLING CANDY,코지포나우,18,1,1,11,0,1,40480000,28, 10000
미소가득,한,암,2017/04/20,3,국미,19,곽영효,양수화,포리스트캠프,스위트앤설트리,0,0,0,0,0,0,0,,0
미스엘리트,한,암,2017/05/13,3,국6,24,서홍수,태희종합건설,피스룰즈,미스트러블,2,0,0,2,0,0,1000000,,0
미스터원더풀,한,수,2017/05/25,3,국6,29,배휴준,김욱수,티즈원더풀,클라우디아시크릿,0,0,0,0,0,0,0,,0
미스터터너,미,거,2015/03/22,5,외3,17,김점오,이선호,MUNNINGS,HILDA BROWNE,23,1,3,10,1,0,115200000,59, 0
미스터햇빛,미,수,2016/03/08,4,외4,99,휴양마,박철근,MUNNINGS,SUNNY'S FRECKLES,3,0,0,3,0,0,0,39, 0
미스터홉스,한,수,2017/05/12,3,국미,99,휴양마,임정균,엑톤파크,당대특급,0,0,0,0,0,0,0,,0
미스터히어로,한,수,2016/03/13,4,국5,23,유재길,김명식,리미트리스비드,짝꿍,6,1,0,4,1,0,25800000,31, 0
미스평촌,한,암,2014/03/27,6,국5,99,휴양마,안병렬,엑톤파크,위시미석세스,27,1,1,9,0,1,52800000,25, 80000
밀레니엄파워,한,수,2017/02/26,3,국미,50,박재우,최장석,포리스트캠프,필잇나우,0,0,0,0,0,0,0,,0
밀키셰리,한,암,2017/04/07,3,국5,49,지용철,금악목장,인그란디어,밀키스마일,13,1,0,13,1,0,25130000,3, 0
바다의제국,한,수,2016/04/28,4,국6,40,송문길,박복용,티즈원더풀,큰고리,0,0,0,0,0,0,0,,0
바디스타,한,수,2017/04/03,3,국5,21,임봉춘,김진태a,디바인파크,캐리비안레인,5,1,0,5,1,0,19950000,3, 0
바람을그리다,한,수,2016/05/31,4,국3,22,안병기,김제영,블루핀,토피어리,14,3,2,10,3,1,124750000,57, 0
바람의미소,한,암,2016/04/05,4,국5,25,전승규,류화영,컬러즈플라잉,아워밀플라워,17,0,2,11,0,0,38440000,22, 0
바람의소리,한(포),암,2016/03/13,4,국5,21,임봉춘,류화영,TALE OF EKATI,암바리카,13,1,0,8,0,0,53800000,3, 0
바람킹,한,수,2015/03/17,5,국5,12,서범석,오상철,와이와이와이,바람퀸,23,2,1,8,1,0,64480000,29, 0
바램,미,암,2016/03/06,4,외3,99,휴양마,이미양,FLAT OUT,VENUS ROSEWATER,5,2,3,5,2,3,117150000,64, 0
바벨,한,거,2017/02/28,3,국6,11,조현수,피닉스,올드패션드,메이요매스트,3,0,0,3,0,0,2600000,,35000
바비블레이드,한(포),암,2017/03/17,3,국6,34,리카디,김형란,SHANGHAI BOBBY,메이저스걸Ⅱ,1,0,0,1,0,0,0,,0
박차오름,한,암,2016/03/22,4,국2,99,휴양마,최종환,리미트리스비드,크로스이그재미네이션,12,5,2,7,2,0,201900000,7, 0
반야동행,미,수,2014/03/07,6,외2,30,토니,한명로,애니기븐새터데이,큐트앤새시,32,4,1,9,0,0,302400000,79, 0
발레리나,한,암,2016/02/29,4,국6,26,안해양,이시돌협회,엑톤파크,뮤직박스댄서,2,0,0,2,0,0,0,,0
발리스타,한,거,2016/04/10,4,국미,99,휴양마,(주)늘푸른목장,사이먼퓨어,윌링,0,0,0,0,0,0,0,,0
발바투,한,수,2017/02/15,3,국6,19,곽영효,안영환,한센,버터플라이,2,0,0,2,0,0,3500000,,0
방주,한(포),거,2017/02/05,3,국6,04,박윤규,오종환,INTO MISCHIEF,인디고노스,2,0,0,2,0,0,3500000,,0
방탄마,한,암,2016/03/17,4,국4,49,지용철,김영진,무패강자,빅토리캠프,18,2,2,11,2,0,114700000,44, 0
배다리프린스,미,수,2017/05/14,3,외4,06,홍대유,송한우,OXBOW,TRIPLE CREAM,2,1,0,2,1,0,36000000,44, 0
백두거포,한,거,2016/03/04,4,국6,07,구자흥,김봉겸,선더모카신,뷰티풀댄서,14,0,1,9,0,1,10560000,,0
백두산천지,한,수,2017/03/26,3,국6,27,박병일,이관형,한센,마운틴수,5,0,1,5,0,1,8860000,,0
백두와한라,한,암,2017/04/21,3,국6,09,강성오,이관형,올드패션드,미스메리트,1,0,0,1,0,0,1250000,,0
백두의정상,한,거,2015/05/14,5,국4,33,서인석,코리아호스랜드,록하드텐,허니케익스,26,2,3,10,1,2,105280000,44,5000
백산군주,한,거,2015/02/18,5,국3,16,최봉주,이용식,오피서,엑톤레거시,24,4,2,8,1,0,177450000,59, 0
백산메니퀸,한,암,2016/02/24,4,국4,34,리카디,이용식,메니피,동방미인,10,2,0,5,0,0,59400000,37, 0
백산선더,한,암,2017/03/06,3,국6,34,리카디,이용식,선더모카신,힐오브드림즈,3,0,1,3,0,1,15000000,,0
백산포스,한,암,2015/04/12,5,국4,45,김순근,이용식,테스타마타,퍼니햇,11,2,2,5,0,1,73000000,43, 0
백상,한,거,2016/02/23,4,국5,25,전승규,김광명,샤프휴머,백만볼트,10,1,1,9,1,1,36800000,29, 0
백색광채,한,거,2016/05/09,4,국4,20,배대선,미리내,백광,연지꽃,14,1,2,12,1,2,56280000,38, 0
백스핀,한,암,2016/03/17,4,국4,99,휴양마,이경희,원쿨캣,퀸클리팀네스트러,9,2,0,8,2,0,41080000,4, 0
백제의꿈,한,암,2017/03/27,3,국5,44,김학수,이혜란,오피서,승리레이저,4,1,0,4,1,0,34200000,28, 0
백투백,한,거,2015/04/24,5,국3,99,휴양마,김원숙,메니피,청산일호,19,3,3,7,2,0,154750000,51, 0
백학,한,암,2017/02/11,3,국5,33,서인석,씨유네트워크,스트라이크어게인,애머랜스,6,0,2,6,0,2,16440000,26, 0
버닝포인트,한,암,2017/05/16,3,국6,21,임봉춘,윤지중,지금이순간,파이어라이트버니,1,0,0,1,0,0,3500000,,0
버스커뮤직,미,암,2017/02/20,3,외4,52,김동균,이효선,DRILL,CAPPACHINO GAL,3,0,0,3,0,0,3000000,36, 0
버킷풀골드,한,수,2016/03/12,4,국4,26,안해양,김길중,피스룰즈,퍼스트스테이지,12,1,5,10,1,5,81800000,44, 0
번개라이언,미,수,2013/02/03,7,외3,43,서정하,변영남,AMERICAN LION,' HOTTIE,39,2,3,11,1,0,122200000,6, 0
베가킹,한,수,2017/05/28,3,국미,99,휴양마,김정두,엑스플로잇,베가나인,0,0,0,0,0,0,0,,0
