date,race_num,race_meter,race_lane_condition,weather,rank,horse_num,horse_name,horse_home,horse_sex,horse_age,horse_weight,rating,jockey_name,trainer_name,owner_name,single_odds,double_odds
2020-02-22,1.0,1200.0,7.0,맑음,1.0,8.0,라스트매직,한,암,4.0,54.5,,최범현,박종곤,이미양,1.3,1.2
2020-02-22,1.0,1200.0,7.0,맑음,2.0,5.0,라온블러드,한,암,3.0,54.0,,이혁,안병기,라온건설,9.5,1.7
2020-02-22,1.0,1200.0,7.0,맑음,3.0,11.0,송암플레이어,한,암,3.0,54.0,,조상범,전승규,지원철,8.2,1.6
2020-02-22,1.0,1200.0,7.0,맑음,4.0,2.0,임페리얼실크,한,암,3.0,54.0,,박태종,정호익,마칭,22.4,5.0
2020-02-22,1.0,1200.0,7.0,맑음,5.0,12.0,러브위드미,한,암,3.0,54.0,,김효정,배대선,서창식,231.7,19.5
2020-02-22,1.0,1200.0,7.0,맑음,6.0,3.0,비앙카,한,암,4.0,54.5,,김용근,박희철,강석대,32.4,4.0
2020-02-22,1.0,1200.0,7.0,맑음,7.0,10.0,윈드힐,한,암,3.0,52.0,,문성혁,서인석,최상기,14.1,3.1
2020-02-22,1.0,1200.0,7.0,맑음,8.0,1.0,매드디바,한,암,3.0,54.0,,하정훈,박천서,한명로,23.8,2.3
2020-02-22,1.0,1200.0,7.0,맑음,9.0,6.0,언브레이커블,한,암,4.0,54.5,,김동수,이신영,김정철,92.9,5.6
2020-02-22,1.0,1200.0,7.0,맑음,10.0,4.0,내길의축복,한,암,3.0,54.0,,이동진,박대흥,유종국,82.9,6.2
2020-02-22,1.0,1200.0,7.0,맑음,11.0,7.0,초동럭키,한,암,3.0,54.0,,유승완,최영주,손병철,129.4,31.2
2020-02-22,1.0,1200.0,7.0,맑음,12.0,9.0,원더풀글리터,한,암,3.0,54.0,,조한별,임봉춘,지대섭,205.5,31.1
2020-02-22,2.0,1300.0,7.0,맑음,1.0,3.0,킹에이스,한,수,3.0,56.0,,유승완,전승규,박철근,1.5,1.1
2020-02-22,2.0,1300.0,7.0,맑음,2.0,8.0,에이투제트,한,수,3.0,56.5,,이동하,지용철,최성룡,3.8,1.4
2020-02-22,2.0,1300.0,7.0,맑음,3.0,6.0,나의전설,한,수,3.0,56.5,,빅투아르,송문길,박복용,6.9,1.5
2020-02-22,2.0,1300.0,7.0,맑음,4.0,7.0,더비스트,한,수,3.0,55.0,,임기원,박병일,한명로,15.7,2.0
2020-02-22,2.0,1300.0,7.0,맑음,5.0,5.0,정문프린스,한,수,3.0,55.0,,송재철,홍대유,김재영b,115.9,11.8
2020-02-22,2.0,1300.0,7.0,맑음,6.0,1.0,선더윈드,한,수,3.0,55.0,,이동진,리카디,조건진,160.1,19.2
2020-02-22,2.0,1300.0,7.0,맑음,7.0,4.0,골드브릿지,한,거,3.0,55.5,,김용근,최영주,손병현,30.2,3.2
2020-02-22,2.0,1300.0,7.0,맑음,8.0,11.0,코리아기적,한,수,3.0,55.0,,박태종,지용철,오종환,133.6,15.0
2020-02-22,2.0,1300.0,7.0,맑음,9.0,2.0,강화처녀,한,암,3.0,51.0,,문성혁,서인석,서운석,165.3,15.2
2020-02-22,2.0,1300.0,7.0,맑음,10.0,10.0,야호골든캣,한,수,3.0,56.0,,김덕현,박재우,이태식,50.9,4.6
2020-02-22,2.0,1300.0,7.0,맑음,11.0,9.0,스루더스카이,한,거,3.0,55.0,,하정훈,박천서,김종진,53.6,6.4
2020-02-22,3.0,1300.0,7.0,맑음,1.0,7.0,럭키플랜,한,암,3.0,53.0,,빅투아르,이희영,김재영a,17.5,3.1
2020-02-22,3.0,1300.0,7.0,맑음,2.0,4.0,디에코,한,암,3.0,54.0,,조한별,김대근,안희철,3.2,1.3
2020-02-22,3.0,1300.0,7.0,맑음,3.0,5.0,컴플리트모션,한,암,4.0,54.5,,김동수,조현수,장석영,11.7,2.5
2020-02-22,3.0,1300.0,7.0,맑음,4.0,1.0,파워프라이드,한,거,4.0,56.5,,송재철,김동철,최현기,8.3,1.9
2020-02-22,3.0,1300.0,7.0,맑음,5.0,10.0,마칼루퀸,한,암,3.0,53.0,,김효정,서홍수,김명식,22.8,3.6
2020-02-22,3.0,1300.0,7.0,맑음,6.0,8.0,골드필드,한,암,4.0,54.0,,유승완,조현수,윤영기,13.0,3.3
2020-02-22,3.0,1300.0,7.0,맑음,7.0,2.0,로열축복,한,수,3.0,56.0,,임기원,박병일,이장호,2.0,1.2
2020-02-22,3.0,1300.0,7.0,맑음,8.0,11.0,플라잉주노,한,암,4.0,54.0,,이동국,심승태,김형순,159.0,24.4
2020-02-22,3.0,1300.0,7.0,맑음,9.0,3.0,오주애마,한,수,3.0,55.0,,김옥성,김윤섭,김두식,127.3,30.6
2020-02-22,3.0,1300.0,7.0,맑음,10.0,6.0,대길이,한,거,5.0,57.0,,이강서,송문길,윤우환,57.0,9.1
2020-02-22,3.0,1300.0,7.0,맑음,11.0,12.0,수호륭,한,수,3.0,55.0,,김정준,김학수,임흥호,191.3,25.1
2020-02-22,3.0,1300.0,7.0,맑음,12.0,9.0,비바킹,한,거,4.0,55.5,,김귀배,손영표,박정배,172.6,24.3
2020-02-22,4.0,1300.0,7.0,맑음,1.0,12.0,굿원더,한,암,4.0,53.5,,김정준,신삼영,오종환,4.9,1.5
2020-02-22,4.0,1300.0,7.0,맑음,2.0,1.0,스피드마운틴,한,수,4.0,55.5,,조상범,조현수,최몽주,6.0,2.4
2020-02-22,4.0,1300.0,7.0,맑음,3.0,6.0,영주스톤,한,수,3.0,55.0,,김용근,서정하,유영준,2.6,1.5
2020-02-22,4.0,1300.0,7.0,맑음,4.0,5.0,새로운군주,한,거,4.0,55.5,,박병윤,심승태,권용수,116.8,21.0
2020-02-22,4.0,1300.0,7.0,맑음,5.0,11.0,으뜸이루리,한,수,4.0,56.5,,하정훈,박천서,고정아,9.8,2.2
2020-02-22,4.0,1300.0,7.0,맑음,6.0,3.0,선샤인레이디,한,암,4.0,53.5,,김동수,조현수,신윤경,17.3,3.8
2020-02-22,4.0,1300.0,7.0,맑음,7.0,2.0,성파장,한,암,4.0,54.5,,김옥성,김순근,서운석,20.1,5.0
2020-02-22,4.0,1300.0,7.0,맑음,8.0,4.0,키스인더파크,한,암,4.0,53.5,,이해동,안해양,이시돌협회,131.8,27.1
2020-02-22,4.0,1300.0,7.0,맑음,9.0,9.0,젝스칸,한,거,4.0,56.5,,유승완,박희철,윤명수,10.9,2.6
2020-02-22,4.0,1300.0,7.0,맑음,10.0,8.0,리커버리탑,한,암,4.0,53.5,,박상우,김윤섭,변갑한,6.7,2.3
2020-02-22,4.0,1300.0,7.0,맑음,11.0,7.0,실버윈,한,암,3.0,53.0,,이혁,임봉춘,금악목장,111.7,25.8
2020-02-22,4.0,1300.0,7.0,맑음,12.0,10.0,그린레이저,한,암,4.0,53.5,,송재철,구자흥,김재영b,45.5,9.7
2020-02-22,5.0,1400.0,7.0,흐림,1.0,1.0,고속페달,한,수,3.0,56.0,,김용근,배휴준,명인환,1.4,1.1
2020-02-22,5.0,1400.0,7.0,흐림,2.0,3.0,위너템플러,한,암,4.0,55.0,,빅투아르,리카디,요시다 가츠미,6.7,1.7
2020-02-22,5.0,1400.0,7.0,흐림,3.0,9.0,블루밴드,한,암,4.0,55.0,,김동수,이신영,정영식,22.2,2.8
2020-02-22,5.0,1400.0,7.0,흐림,4.0,6.0,코리아대장부,한,거,4.0,56.0,,조재로,배휴준,곽승용,24.7,4.0
2020-02-22,5.0,1400.0,7.0,흐림,5.0,10.0,사나래,한,암,4.0,54.5,,하정훈,조현수,박세용,53.1,5.4
2020-02-22,5.0,1400.0,7.0,흐림,6.0,11.0,꼬꼬마레이디,한,암,4.0,54.5,,이해동,안해양,신기철,67.6,9.3
2020-02-22,5.0,1400.0,7.0,흐림,7.0,2.0,쏘아라여장군,한,암,3.0,53.0,,박상우,김대근,현태봉,62.1,8.3
2020-02-22,5.0,1400.0,7.0,흐림,8.0,12.0,인디언서머,한,거,4.0,55.5,,지하주,최영주,김정철,114.1,12.8
2020-02-22,5.0,1400.0,7.0,흐림,9.0,5.0,황금스타,한,암,4.0,55.0,,이준철,박천서,송진석,40.9,4.0
2020-02-22,5.0,1400.0,7.0,흐림,10.0,4.0,원더풀캣,한,암,3.0,54.5,,송재철,최용구,(주)녹원목장,4.9,1.3
