Date,Price,Open,High,Low,Change
"Sep 12, 2014",1342.27,1338.58,1344.92,1335.85,0.24
"Sep 11, 2014",1339.09,1335.77,1342.0,1332.54,0.22
"Sep 10, 2014",1336.13,1337.8,1341.09,1332.26,-0.19
"Sep 09, 2014",1338.67,1320.55,1340.69,1316.66,1.34
"Sep 08, 2014",1320.97,1325.58,1328.06,1319.01,-0.45
"Sep 05, 2014",1326.97,1318.5,1330.66,1316.16,0.59
"Sep 04, 2014",1319.22,1340.3,1341.73,1315.96,-1.65
"Sep 03, 2014",1341.34,1336.9,1342.58,1333.91,0.27
"Sep 02, 2014",1337.73,1329.6,1338.14,1328.62,0.59
"Sep 01, 2014",1329.93,1331.89,1333.94,1329.0,-0.14
"Aug 29, 2014",1331.77,1337.37,1340.56,1331.19,-0.48
"Aug 28, 2014",1338.21,1337.6,1341.86,1335.34,-0.0
"Aug 27, 2014",1338.23,1338.1,1340.06,1333.43,-0.04
"Aug 26, 2014",1338.83,1345.02,1346.06,1337.69,-0.51
"Aug 25, 2014",1345.7,1345.2,1350.88,1341.53,-0.18
"Aug 22, 2014",1348.19,1359.18,1359.83,1345.43,-0.84
"Aug 21, 2014",1359.62,1355.87,1360.33,1354.31,0.24
"Aug 20, 2014",1356.35,1355.37,1361.47,1355.07,0.03
"Aug 19, 2014",1355.9,1359.38,1361.71,1354.66,-0.29
"Aug 18, 2014",1359.82,1367.26,1368.3,1358.26,-0.62
"Aug 15, 2014",1368.3,1364.5,1369.64,1363.68,0.26
"Aug 14, 2014",1364.78,1376.02,1378.55,1362.63,-0.88
"Aug 13, 2014",1376.88,1372.86,1380.86,1371.78,0.27
"Aug 12, 2014",1373.24,1378.39,1378.88,1369.37,-0.44
"Aug 11, 2014",1379.24,1388.78,1391.09,1377.77,-0.78
"Aug 08, 2014",1390.12,1385.31,1392.39,1380.98,0.31
"Aug 07, 2014",1385.8,1383.36,1389.72,1379.73,0.15
"Aug 06, 2014",1383.75,1374.82,1384.37,1373.89,0.61
"Aug 05, 2014",1375.32,1386.32,1387.03,1372.97,-0.84
"Aug 04, 2014",1386.96,1391.94,1393.31,1381.38,-0.49
"Aug 01, 2014",1393.75,1376.16,1395.44,1375.54,1.26
"Jul 31, 2014",1376.39,1371.62,1377.63,1371.0,0.26
"Jul 30, 2014",1372.86,1373.85,1378.04,1369.15,-0.13
"Jul 29, 2014",1374.59,1378.51,1379.25,1373.24,-0.34
"Jul 28, 2014",1379.34,1377.25,1380.11,1373.98,0.09
"Jul 25, 2014",1378.14,1385.41,1390.78,1376.32,-0.57
"Jul 24, 2014",1386.05,1378.1,1387.4,1377.18,0.5
