Date,Price,Open,High,Low,Change
"Nov 26, 2012",1740.62,1739.47,1741.35,1735.53,0.03
"Nov 23, 2012",1740.09,1729.93,1742.58,1727.25,0.52
"Nov 22, 2012",1731.12,1725.79,1734.87,1724.11,0.25
"Nov 21, 2012",1726.8,1723.79,1727.34,1719.67,0.12
"Nov 20, 2012",1724.69,1727.72,1728.94,1719.11,-0.21
"Nov 19, 2012",1728.3,1734.75,1738.05,1724.95,-0.43
"Nov 16, 2012",1735.71,1726.06,1737.46,1723.71,0.52
"Nov 15, 2012",1726.81,1720.12,1728.44,1719.68,0.32
"Nov 14, 2012",1721.23,1728.83,1730.6,1719.68,-0.49
"Nov 13, 2012",1729.68,1730.09,1735.64,1727.63,-0.07
"Nov 12, 2012",1730.97,1729.34,1733.12,1726.23,0.07
"Nov 09, 2012",1729.82,1740.28,1745.88,1727.71,-0.64
"Nov 08, 2012",1740.92,1737.1,1743.81,1734.81,0.17
"Nov 07, 2012",1737.89,1743.71,1745.05,1731.33,-0.39
"Nov 06, 2012",1744.75,1742.77,1746.3,1739.88,0.03
"Nov 05, 2012",1744.18,1746.32,1752.0,1740.8,-0.29
"Nov 02, 2012",1749.2,1757.73,1764.4,1745.67,-0.56
"Nov 01, 2012",1758.98,1758.04,1766.74,1756.95,0.02
"Oct 31, 2012",1758.63,1754.24,1759.72,1751.31,0.25
"Oct 30, 2012",1754.18,1759.23,1760.38,1747.27,-0.37
"Oct 29, 2012",1760.71,1766.33,1767.6,1756.21,-0.41
"Oct 26, 2012",1767.93,1770.09,1771.77,1763.8,-0.14
"Oct 25, 2012",1770.41,1769.57,1773.15,1761.77,-0.02
"Oct 24, 2012",1770.82,1759.55,1771.49,1757.5,0.59
"Oct 23, 2012",1760.5,1768.0,1769.93,1755.03,-0.47
"Oct 22, 2012",1768.85,1769.52,1773.08,1766.01,-0.05
"Oct 19, 2012",1769.66,1772.41,1776.99,1767.77,-0.18
"Oct 18, 2012",1772.89,1782.36,1785.54,1771.86,-0.62
"Oct 17, 2012",1783.95,1783.03,1788.05,1779.22,-0.01
"Oct 16, 2012",1784.21,1783.77,1785.84,1777.11,-0.02
