Date,Price,Open,High,Low,Change
"Dec 18, 2015",1182.43,1185.04,1189.2,1178.56,-0.22
"Dec 17, 2015",1185.04,1172.25,1189.17,1172.25,1.11
"Dec 16, 2015",1172.02,1174.61,1181.9,1171.37,-0.23
"Dec 15, 2015",1174.69,1184.32,1186.0,1173.95,-0.81
"Dec 14, 2015",1184.32,1187.44,1190.65,1183.39,-0.27
"Dec 11, 2015",1187.58,1179.05,1192.11,1177.5,0.72
"Dec 10, 2015",1179.06,1181.96,1183.11,1173.03,-0.25
"Dec 09, 2015",1181.96,1180.48,1185.68,1176.45,0.12
"Dec 08, 2015",1180.49,1176.36,1185.11,1173.28,0.35
"Dec 07, 2015",1176.35,1163.89,1177.45,1163.52,1.09
"Dec 04, 2015",1163.64,1154.02,1168.36,1153.78,0.83
"Dec 03, 2015",1154.02,1163.01,1171.12,1152.03,-0.77
"Dec 02, 2015",1163.01,1155.68,1167.49,1154.05,0.63
"Dec 01, 2015",1155.69,1160.59,1162.6,1155.33,-0.42
"Nov 30, 2015",1160.61,1156.77,1161.9,1155.48,0.33
"Nov 27, 2015",1156.83,1148.75,1157.4,1148.53,0.69
"Nov 26, 2015",1148.88,1144.21,1151.44,1141.96,0.41
"Nov 25, 2015",1144.21,1146.72,1148.7,1142.21,-0.22
"Nov 24, 2015",1146.72,1158.86,1160.2,1146.45,-1.05
"Nov 23, 2015",1158.86,1154.61,1161.98,1154.39,0.37
"Nov 20, 2015",1154.62,1155.86,1160.62,1150.8,-0.09
"Nov 19, 2015",1155.66,1166.39,1168.3,1155.5,-0.91
"Nov 18, 2015",1166.3,1169.52,1175.75,1166.18,-0.3
"Nov 17, 2015",1169.77,1169.63,1173.25,1167.43,0.01
"Nov 16, 2015",1169.64,1170.25,1175.66,1169.64,-0.06
"Nov 13, 2015",1170.34,1158.88,1171.64,1157.57,0.95
"Nov 12, 2015",1159.28,1155.28,1163.04,1151.42,0.35
"Nov 11, 2015",1155.23,1158.9,1159.19,1153.3,-0.32
"Nov 10, 2015",1158.93,1158.78,1162.74,1156.15,0.01
"Nov 09, 2015",1158.79,1153.6,1162.7,1152.1,0.52
"Nov 06, 2015",1152.78,1137.96,1155.84,1136.55,1.31
"Nov 05, 2015",1137.91,1135.21,1143.14,1134.89,0.23
"Nov 04, 2015",1135.25,1129.91,1139.04,1127.9,0.47
"Nov 03, 2015",1129.91,1138.38,1138.88,1128.85,-0.74
"Nov 02, 2015",1138.38,1140.66,1144.2,1136.65,-0.24
"Oct 30, 2015",1141.16,1142.17,1142.85,1136.1,-0.09
"Oct 29, 2015",1142.19,1146.18,1148.39,1140.6,-0.3
"Oct 28, 2015",1145.6,1135.75,1149.4,1128.18,0.83
"Oct 27, 2015",1136.14,1129.63,1137.45,1129.1,0.58
"Oct 26, 2015",1129.63,1136.75,1139.2,1128.43,-0.56
"Oct 23, 2015",1136.01,1130.35,1137.96,1123.15,0.5
"Oct 22, 2015",1130.36,1140.03,1142.12,1129.64,-0.85
"Oct 21, 2015",1140.07,1131.48,1141.97,1128.6,0.76
"Oct 20, 2015",1131.49,1132.06,1135.9,1126.85,-0.05
"Oct 19, 2015",1132.06,1131.72,1133.6,1119.58,0.05
"Oct 16, 2015",1131.44,1123.13,1133.53,1122.68,0.75
"Oct 15, 2015",1123.04,1137.01,1140.0,1121.24,-1.23
"Oct 14, 2015",1137.01,1150.29,1155.6,1135.54,-1.15
"Oct 13, 2015",1150.29,1144.16,1152.85,1143.77,0.54
"Oct 12, 2015",1144.16,1147.9,1150.8,1140.34,-0.34
"Oct 09, 2015",1148.05,1152.85,1153.31,1140.07,-0.43
"Oct 08, 2015",1152.98,1159.68,1163.5,1152.05,-0.5
"Oct 07, 2015",1158.81,1161.57,1168.9,1151.51,-0.24
"Oct 06, 2015",1161.58,1161.23,1170.05,1160.69,0.05
"Oct 05, 2015",1161.01,1172.85,1175.6,1159.2,-1.03
"Oct 02, 2015",1173.1,1178.89,1185.7,1172.58,-0.48
"Oct 01, 2015",1178.71,1185.28,1185.9,1174.97,-0.56
"Sep 30, 2015",1185.29,1195.4,1197.45,1180.7,-0.9
"Sep 29, 2015",1196.02,1195.69,1199.67,1193.96,-0.0
"Sep 28, 2015",1196.04,1193.45,1197.05,1192.5,0.25
"Sep 25, 2015",1193.07,1191.55,1199.6,1188.94,0.16
"Sep 24, 2015",1191.14,1195.02,1200.9,1188.99,-0.32
"Sep 23, 2015",1194.94,1185.56,1196.05,1183.52,0.79
"Sep 22, 2015",1185.56,1178.45,1188.71,1174.8,0.6
"Sep 21, 2015",1178.45,1173.58,1181.29,1170.9,0.46
"Sep 18, 2015",1173.04,1166.34,1173.59,1160.76,0.53
"Sep 17, 2015",1166.89,1170.12,1173.5,1158.43,-0.28
"Sep 16, 2015",1170.22,1179.1,1182.4,1170.04,-0.76
"Sep 15, 2015",1179.13,1182.83,1187.7,1177.79,-0.31
"Sep 14, 2015",1182.83,1182.4,1184.8,1177.61,0.01
"Sep 11, 2015",1182.69,1182.93,1186.8,1181.85,-0.02
"Sep 10, 2015",1182.93,1190.88,1199.7,1181.54,-0.72
"Sep 09, 2015",1191.51,1194.93,1196.3,1185.84,-0.29
"Sep 08, 2015",1194.96,1203.73,1209.6,1192.74,-0.7
"Sep 07, 2015",1203.4,1201.42,1208.0,1197.88,0.17
"Sep 04, 2015",1201.33,1190.57,1201.76,1187.25,0.86
"Sep 03, 2015",1191.04,1183.95,1193.75,1182.82,0.59
"Sep 02, 2015",1184.08,1180.48,1185.6,1175.73,0.34
"Sep 01, 2015",1180.05,1183.1,1183.9,1170.4,-0.23
"Aug 31, 2015",1182.82,1180.75,1185.8,1179.4,0.25
"Aug 28, 2015",1179.87,1174.33,1185.05,1172.35,0.49
"Aug 27, 2015",1174.13,1183.08,1189.1,1171.28,-0.77
"Aug 26, 2015",1183.2,1190.94,1195.0,1182.74,-0.65
"Aug 25, 2015",1190.95,1190.95,1198.8,1175.25,0.0
"Aug 24, 2015",1190.94,1195.51,1208.37,1186.87,-0.41
"Aug 21, 2015",1195.85,1184.94,1196.41,1184.34,0.92
"Aug 20, 2015",1184.93,1184.16,1192.95,1179.75,0.07
"Aug 19, 2015",1184.16,1185.75,1189.0,1181.83,-0.16
"Aug 18, 2015",1186.07,1183.32,1187.85,1181.14,0.23
"Aug 17, 2015",1183.36,1179.55,1186.5,1178.47,0.34
"Aug 14, 2015",1179.33,1178.82,1183.85,1176.33,0.07
"Aug 13, 2015",1178.51,1173.79,1183.0,1170.2,0.42
"Aug 12, 2015",1173.58,1179.11,1196.4,1171.89,-0.48
"Aug 11, 2015",1179.23,1159.21,1184.05,1156.49,1.73
"Aug 10, 2015",1159.2,1164.75,1169.8,1158.76,-0.47
"Aug 07, 2015",1164.7,1163.86,1172.24,1161.2,0.09
"Aug 06, 2015",1163.68,1173.74,1174.45,1162.84,-0.87
"Aug 05, 2015",1173.91,1169.13,1177.07,1167.96,0.39
"Aug 04, 2015",1169.37,1170.98,1172.8,1160.06,-0.14
"Aug 03, 2015",1171.04,1167.15,1171.9,1162.71,0.37
"Jul 31, 2015",1166.67,1172.98,1174.55,1157.29,-0.55
"Jul 30, 2015",1173.17,1162.03,1175.5,1161.7,0.96
"Jul 29, 2015",1162.04,1160.56,1162.35,1155.63,0.14
"Jul 28, 2015",1160.46,1167.4,1171.42,1159.75,-0.61
"Jul 27, 2015",1167.56,1170.75,1174.6,1164.6,-0.24
"Jul 24, 2015",1170.35,1162.13,1175.15,1159.95,0.71
"Jul 23, 2015",1162.13,1156.87,1167.1,1156.58,0.44
"Jul 22, 2015",1157.04,1148.86,1158.7,1148.59,0.71
"Jul 21, 2015",1148.84,1156.71,1160.7,1148.04,-0.68
"Jul 20, 2015",1156.7,1150.25,1159.13,1149.88,0.57
"Jul 17, 2015",1150.18,1146.81,1151.33,1145.5,0.3
"Jul 16, 2015",1146.79,1147.47,1151.3,1143.02,-0.06
"Jul 15, 2015",1147.51,1142.86,1149.25,1139.53,0.38
