Date,Open,High,Low,Close,Volume
2011-11-23,245500,245500,233000,234500,122180
2011-11-24,237000,244000,234500,238000,93190
2011-11-25,240000,247000,236500,245500,134707
2011-11-28,248500,252000,242000,247500,112216
2011-11-29,247500,255000,246000,251500,227117
2011-11-30,248000,251500,246500,248000,167708
2011-12-01,254000,254000,219500,227000,977618
2011-12-02,227000,230000,225000,229000,361629
2011-12-05,230500,232000,227000,231500,168461
2011-12-06,230000,234000,229500,231500,234037
2011-12-07,231500,233000,220500,222000,350308
2011-12-08,221000,227000,221000,225000,210300
2011-12-09,222000,223000,215000,216000,235187
2011-12-12,219000,228000,217500,227000,162324
2011-12-13,225000,229000,223000,227500,108289
2011-12-14,227500,227500,217500,218000,142955
2011-12-15,218000,223000,216000,216000,122375
2011-12-16,217000,220500,211000,217500,165760
2011-12-19,216500,218500,198500,209500,283702
2011-12-20,214000,214000,201500,202000,282800
2011-12-21,207000,222000,206500,222000,248751
2011-12-22,222000,224000,216500,221000,68256
2011-12-23,221000,223500,217000,219500,146138
2011-12-26,222000,222000,215000,215500,61245
2011-12-27,215500,221500,212000,217000,100446
2011-12-28,220000,220000,209000,210000,147371
2011-12-29,209000,213500,207000,211000,123074
2012-01-02,209000,214000,207500,209000,79684
2012-01-03,209500,219500,209500,219500,129258
2012-01-04,223500,223500,217000,219500,114888
2012-01-05,220000,221500,216500,216500,122556
2012-01-06,220500,221500,213000,216500,118049
2012-01-09,214500,220000,211500,216000,99677
2012-01-10,218500,221000,216000,216000,123542
2012-01-11,216500,221000,216000,220000,119629
2012-01-12,221500,222000,218500,222000,130738
2012-01-13,222500,224000,219500,222000,115876
2012-01-16,223500,224000,214000,220000,115326
2012-01-17,222000,224500,220500,224000,122416
2012-01-18,225500,227500,224000,227500,186983
2012-01-19,229500,230500,226500,229500,149931
2012-01-20,228000,228500,221000,223500,254618
2012-01-25,224500,225000,217000,217000,251599
2012-01-26,218000,221500,215000,220000,250196
2012-01-27,221000,221000,214000,216500,182344
2012-01-30,217000,219500,210500,211000,239064
2012-01-31,215500,216500,208000,212000,227379
2012-02-01,212500,216000,208000,210000,260649
2012-02-02,211000,214500,209000,210500,232166
2012-02-03,213500,218000,212000,217500,220172
2012-02-06,218500,221000,217000,220500,194170
2012-02-07,220500,220500,214000,218500,175851
2012-02-08,217000,219000,212000,213000,218586
2012-02-09,215000,217000,209000,212500,251293
2012-02-10,211000,219500,208000,217500,298134
2012-02-13,217500,221000,215000,217500,132240
2012-02-14,217000,220500,214500,219000,139635
2012-02-15,222000,225000,219000,225000,168743
2012-02-16,223500,227000,220500,221000,131790
2012-02-17,223500,225000,219500,219500,143925
2012-02-20,219500,221500,216000,216500,126546
2012-02-21,216500,223000,216500,223000,126435
2012-02-22,224000,236500,222500,231000,346242
2012-02-23,233500,240000,231500,240000,386376
2012-02-24,235500,240000,232500,237500,232982
2012-02-27,240000,240000,230500,238000,226265
2012-02-28,235000,238000,230500,232500,177332
2012-02-29,231000,234500,228000,233500,175229
2012-03-02,234500,238000,226500,237500,268744
2012-03-05,233500,235000,230500,232500,103146
2012-03-06,234000,236000,227500,233000,149264
2012-03-07,234000,236000,231000,235500,116610
2012-03-08,235500,236000,227000,227000,213742
2012-03-09,229000,235000,228000,233000,165313
2012-03-12,232000,242000,231500,241500,152464
2012-03-13,242500,246000,238500,238500,147993
2012-03-14,238500,242500,235500,236000,150100
2012-03-15,236000,239500,235000,237000,102523
2012-03-16,237000,239000,235000,235000,112125
2012-03-19,235000,240500,235000,238500,110405
2012-03-20,238000,245500,237000,239000,197828
2012-03-21,240500,249500,239000,249500,190475
2012-03-22,250500,251000,235000,244500,212445
2012-03-23,242000,251000,241500,246500,152952
2012-03-26,250000,257500,210000,251000,248607
2012-03-27,257500,267000,255000,265500,252966
2012-03-28,265000,265000,255500,261500,224585
2012-03-29,261500,261500,252000,253500,148910
2012-03-30,258500,262000,253500,260000,125034
2012-04-02,265000,267000,256000,259000,147065
2012-04-03,259000,268500,257500,261000,167612
2012-04-04,262500,264000,252500,253500,137961
2012-04-05,258000,274000,256000,274000,241214
2012-04-06,274000,274000,266000,272000,117882
2012-04-09,272000,272500,266500,268500,92527
2012-04-10,268000,275000,260500,265000,124947
2012-04-12,260000,265000,253000,264500,238583
2012-04-13,265000,265500,257000,262000,171226
2012-04-16,259000,261500,254500,259000,94603
2012-04-17,258500,264000,258000,262500,90130
2012-04-18,264000,265500,259500,263500,125850
2012-04-19,264500,271000,263500,269000,136354
2012-04-20,269500,270000,266000,267000,64035
2012-04-23,269500,271500,257000,262000,123383
2012-04-24,263500,263500,249500,249500,173567
2012-04-25,251000,258000,250500,255500,96581
2012-04-26,260000,260000,251500,257500,121665
2012-04-27,256000,256000,247500,251500,205073
2012-04-30,251500,258000,248500,256000,173717
2012-05-02,255500,256000,250000,250000,142849
2012-05-03,250000,255000,246000,255000,171390
2012-05-04,255500,255500,246000,247000,204411
2012-05-07,246000,250000,241000,244000,164594
2012-05-08,243000,244500,234000,238500,296938
2012-05-09,238500,254500,238000,254500,243119
2012-05-10,250000,255500,242000,245000,212797
2012-05-11,242500,245000,235000,239500,180037
2012-05-14,240000,245500,238500,238500,172533
2012-05-15,236500,241500,230500,232000,142146
2012-05-16,231500,232000,225000,227000,196826
2012-05-17,225500,228500,221500,222500,180176
2012-05-18,223000,230500,215500,224000,228786
2012-05-21,228000,236000,226500,229000,169153
2012-05-22,230000,232000,221500,229000,182515
2012-05-23,234000,234500,226000,230000,143759
2012-05-24,230500,235000,227000,234000,126352
2012-05-25,234000,235000,227500,230000,124063
2012-05-29,229000,229500,223500,226500,177453
2012-05-30,229000,235500,225000,235500,180067
2012-05-31,236500,242500,232000,242500,225449
2012-06-01,237500,243000,236000,240000,183358
2012-06-04,235000,236500,229000,236000,220387
2012-06-05,236000,241500,234500,236000,144315
2012-06-07,242500,249000,240000,242000,190337
2012-06-08,242500,251500,242000,249000,253612
2012-06-11,250000,252000,239000,241000,289885
2012-06-12,241000,247500,241000,244500,139356
2012-06-13,246000,247000,242500,245000,153943
2012-06-14,245000,249000,240000,245000,245921
2012-06-15,246000,246500,240500,243000,141525
2012-06-18,244500,246500,240500,242500,123530
2012-06-19,243500,249000,243500,246500,165862
2012-06-20,250000,250500,247500,247500,150444
2012-06-21,245500,251500,245500,249000,157051
2012-06-22,248500,248500,238000,240500,227959
2012-06-25,240000,240500,234500,236000,148915
2012-06-26,235000,236500,230000,234000,187679
2012-06-27,234000,242500,230000,242500,223954
2012-06-28,244000,249000,240500,245000,166444
2012-06-29,241500,250000,241500,250000,142547
2012-07-02,245000,246500,242500,244000,156875
2012-07-03,243500,250000,243500,247000,171767
2012-07-04,250000,258500,249500,257500,288548
2012-07-05,255000,261000,255000,261000,111494
2012-07-06,261000,261000,254000,257500,159671
2012-07-09,257500,264000,252500,263500,217974
2012-07-10,257500,259500,249500,254000,286341
2012-07-11,252000,256000,251000,253500,111176
2012-07-12,254000,258000,246500,246500,161291
2012-07-13,251000,256500,248500,254000,199327
2012-07-16,258500,260000,252500,253000,142428
2012-07-17,256000,257000,250000,250500,121626
2012-07-18,250500,256500,248000,254000,100550
2012-07-19,258500,269000,255500,269000,295322
2012-07-20,267000,272500,265500,266000,167300
2012-07-23,264000,271500,260000,271000,138756
2012-07-24,271500,272500,263000,268500,183901
2012-07-25,264000,270000,263500,267000,115245
2012-07-26,264000,267000,259500,259500,188676
2012-07-27,262000,275500,261500,275000,212019
2012-07-30,273000,275000,266000,269500,210694
2012-07-31,267500,285500,264000,275000,293805
2012-08-01,272000,281000,272000,277000,100006
2012-08-02,279000,285000,272500,273500,119540
2012-08-03,275500,282500,273000,274000,171732
2012-08-06,276500,278000,267500,272000,231403
2012-08-07,268500,269000,258500,262500,341172
2012-08-08,262500,265500,261000,264000,282396
2012-08-09,263000,265000,256500,263500,432954
2012-08-10,259500,260500,249500,250500,615430
2012-08-13,250500,252000,243500,246500,419804
2012-08-14,249000,254000,248000,254000,414775
2012-08-16,257000,259000,254000,257000,224596
2012-08-17,257000,258500,255000,257000,175462
2012-08-20,259000,263000,258000,262500,158141
2012-08-21,263500,264500,259500,262000,162801
2012-08-22,263500,265000,261000,261500,147934
2012-08-23,263000,268000,263000,267000,254516
2012-08-24,261500,265000,257000,259000,249199
2012-08-27,263000,266000,262500,265500,152372
2012-08-28,268000,270500,261000,261000,167877
2012-08-29,261000,263000,256000,259000,261242
2012-08-30,257000,263500,255500,263000,196741
2012-08-31,263000,263500,259500,259500,139919
2012-09-03,259000,261500,252000,260000,142893
2012-09-04,257000,267500,255500,265000,223495
2012-09-05,265000,268500,260000,260000,125331
2012-09-06,261000,267500,260500,267500,148462
2012-09-07,268000,271500,262500,263500,156306
2012-09-10,265000,265500,259500,259500,77936
2012-09-11,260500,266000,258000,265000,88240
2012-09-12,265500,278000,265000,277500,298121
2012-09-13,277000,278500,274000,277000,219401
2012-09-14,276500,281000,275500,279500,266233
