Date,Open,High,Low,Close,Volume
2010-05-03,185000,187500,179000,180000,381188
2010-05-04,181000,182000,172500,174500,482606
2010-05-06,171500,181000,171000,180500,408308
2010-05-07,174000,179000,174000,175500,280128
2010-05-10,176000,179000,176000,177500,209063
2010-05-11,179000,180500,176000,178500,195042
2010-05-12,180500,184500,180500,182000,213788
2010-05-13,182000,183500,182000,182000,117116
2010-05-14,182000,183000,181500,182000,166751
2010-05-17,180500,183000,175000,179500,183960
2010-05-18,178000,180000,174000,177500,121482
2010-05-19,179000,180500,175000,175500,132488
2010-05-20,174000,180000,174000,180000,106576
2010-05-24,178000,184500,175500,176500,170168
2010-05-25,175500,177500,170500,174500,205648
2010-05-26,174000,175000,171500,174500,291123
2010-05-27,172000,173000,169500,170000,280786
2010-05-28,173000,174000,170500,173000,257788
2010-05-31,174000,177500,173500,174000,222487
2010-06-01,177000,180500,175500,179000,225379
2010-06-03,180500,180500,177500,180500,182511
2010-06-04,180500,183000,180000,183000,151298
2010-06-07,181500,183000,178000,179000,180826
2010-06-08,180000,182500,179000,182000,102783
2010-06-09,182500,184500,180000,184500,139943
2010-06-10,186500,186500,181000,181000,179656
2010-06-11,183000,187000,182500,187000,209170
2010-06-14,189000,195000,188000,193000,285031
2010-06-15,191500,193000,189000,190500,150032
2010-06-16,193000,193500,188000,189500,133781
2010-06-17,189000,189000,185000,185000,257203
2010-06-18,187000,189500,183500,184500,217201
2010-06-21,186000,190000,185000,188500,214111
2010-06-22,186500,190500,185000,190000,149847
2010-06-23,187500,190500,185000,187000,168869
2010-06-24,187000,189000,186000,186500,111541
2010-06-25,186000,186000,181000,182000,173164
2010-06-28,182000,183500,180000,182500,118066
2010-06-29,184000,185500,181000,181000,96752
2010-06-30,180000,184000,179500,183500,129554
2010-07-01,185000,191000,183500,188500,313243
2010-07-02,188500,190500,186500,187500,125047
2010-07-05,189500,196500,189000,194500,409677
2010-07-06,194500,203000,193000,203000,456244
2010-07-07,203000,203000,193000,194500,536381
2010-07-08,196000,197500,190500,194500,232524
2010-07-09,195500,198500,192500,198000,161901
2010-07-12,198000,201000,196000,197000,275128
2010-07-13,198000,199500,194500,195000,264637
2010-07-14,194000,197000,193500,194500,256292
2010-07-15,194500,195000,191000,192000,245662
2010-07-16,192000,198500,191500,198000,231328
2010-07-19,197500,198000,194000,194000,169937
2010-07-20,194000,195500,191500,192000,192366
2010-07-21,193000,194000,188500,191500,214908
2010-07-22,190000,192500,187000,188000,182024
2010-07-23,190500,194500,190500,194500,199184
2010-07-26,196000,197000,193500,196000,192715
2010-07-27,195000,195500,189500,190000,197632
2010-07-28,192000,193500,190000,190000,142434
2010-07-29,192000,192000,185000,187500,274884
2010-07-30,187500,190000,183500,184000,206995
2010-08-02,185500,188500,184000,184500,231001
2010-08-03,185000,186000,182000,183500,232655
2010-08-04,185000,190500,185000,190000,363459
2010-08-05,191000,191500,189500,190000,233870
2010-08-06,190000,191500,188000,189500,164566
2010-08-09,190000,194000,190000,194000,175208
2010-08-10,195000,195000,190000,192000,133186
2010-08-11,190500,193000,190000,190500,75173
2010-08-12,189000,191000,188500,189500,164088
2010-08-13,189500,191000,188000,190000,81740
2010-08-16,190000,190000,184000,186500,202028
2010-08-17,188000,190000,186500,189000,117233
2010-08-18,189000,191000,187500,188500,171150
2010-08-19,188500,188500,184000,185500,321423
2010-08-20,185500,187500,184000,186000,465503
2010-08-23,187000,188000,185500,186000,194456
2010-08-24,187000,192500,182500,192500,409082
2010-08-25,191000,191500,189000,189500,111071
2010-08-26,191000,194500,190500,194000,189703
2010-08-27,194000,194000,190000,190000,88847
2010-08-30,190500,193000,190000,191000,77293
2010-08-31,196000,199000,193000,196500,335279
2010-09-01,198000,199000,191000,194000,245635
2010-09-02,195000,196000,188500,190000,254842
2010-09-03,191500,195000,191000,194000,171623
2010-09-06,193000,195500,191000,191500,147502
2010-09-07,193000,193500,189500,190000,86479
2010-09-08,191000,196500,190000,195500,212823
2010-09-09,195500,199000,192500,199000,235451
2010-09-10,198000,202500,196500,200000,320890
2010-09-13,200000,202500,197000,199500,141182
2010-09-14,198500,199500,193000,195000,172295
2010-09-15,195000,197000,193000,195500,141766
2010-09-16,195500,196000,191500,193000,174730
2010-09-17,194500,200000,193500,197000,219099
2010-09-20,198000,200000,196000,197500,87056
2010-09-24,199000,202500,198000,201500,284966
2010-09-27,202000,210000,200000,209500,269653
2010-09-28,208000,214000,208000,211500,271366
2010-09-29,210500,211500,203500,203500,218003
2010-09-30,202500,204500,194000,196000,379212
2010-10-01,198000,202000,197000,200500,309326
2010-10-04,202000,208500,200500,207000,231113
2010-10-05,209000,214000,206500,214000,283465
2010-10-06,213500,214500,210500,214500,210210
2010-10-07,212500,214500,212500,214500,101976
2010-10-08,214500,215000,208000,212000,175579
2010-10-11,215000,219000,212500,214000,147114
2010-10-12,215000,216000,207000,213500,148940
2010-10-13,214500,215000,207500,208500,82928
2010-10-14,208500,211000,200000,206000,288898
2010-10-15,208000,208000,203500,204500,163925
2010-10-18,205500,211000,202500,202500,210010
2010-10-19,205000,215000,203500,208000,237518
2010-10-20,210000,210000,205500,208500,230187
2010-10-21,209500,210000,202000,203500,408922
2010-10-22,206000,206500,203000,204000,124759
2010-10-25,203500,206000,202000,205500,179388
2010-10-26,204500,208500,204000,207500,186750
2010-10-27,209000,209000,204500,205500,155824
2010-10-28,204000,208000,203500,207500,83710
2010-10-29,208500,208500,199000,199500,240704
2010-11-01,199000,199500,190500,193000,409762
2010-11-02,194000,199000,193500,197500,256608
2010-11-03,200000,201500,195000,197000,221294
2010-11-04,197000,198000,193500,194000,182018
2010-11-05,196500,203000,195500,202000,228493
2010-11-08,200500,202500,195000,196000,154068
2010-11-09,197000,198500,194500,195500,110564
2010-11-10,196000,198000,192500,194500,193577
2010-11-11,195500,197500,186000,186000,351680
2010-11-12,190000,193500,187000,188500,268772
2010-11-15,190000,195000,189000,193000,127355
2010-11-16,196000,197000,192000,194500,191523
2010-11-17,192000,194000,191000,191500,98812
2010-11-18,192000,195000,190000,190500,157528
2010-11-19,191000,193000,190000,193000,121232
2010-11-22,194000,196000,191000,192500,143175
2010-11-23,193500,199500,191500,199000,260532
2010-11-24,194500,196500,192500,195000,180093
2010-11-25,195000,196500,192000,193500,133807
2010-11-26,193500,195500,188000,188500,125628
2010-11-29,189500,195000,189000,191000,170366
2010-11-30,192500,199500,191000,196000,268198
2010-12-01,198000,198000,192000,193500,134485
2010-12-02,194000,195500,190500,193000,213000
2010-12-03,193500,193500,188000,189500,297700
2010-12-06,189000,189500,185000,186000,161280
2010-12-07,186000,189000,186000,188500,146849
2010-12-08,189500,192000,188500,190000,183270
2010-12-09,191000,192500,189500,192500,201198
2010-12-10,192500,193000,190000,191000,91295
2010-12-13,192000,192000,190000,190500,91252
2010-12-14,194000,195500,192000,193000,202834
2010-12-15,194000,194000,190500,193500,257767
2010-12-16,193500,197500,192500,197500,174787
2010-12-17,199000,205500,198500,203500,353285
2010-12-20,204000,211000,203000,210000,386551
2010-12-21,213000,213000,204000,205000,212761
2010-12-22,205000,209500,203500,209000,162684
2010-12-23,210000,211500,207500,210000,117543
2010-12-24,211000,213000,203500,205000,99488
2010-12-27,204000,206000,201000,205500,70970
2010-12-28,207000,217000,206000,211500,155763
2010-12-29,211000,218500,210500,218000,138719
2010-12-30,220000,229000,219500,227000,289646
2011-01-03,229000,229500,220000,221500,152703
2011-01-04,223500,225500,217000,221500,152706
2011-01-05,219000,227500,219000,222500,187526
2011-01-06,224500,225500,219500,221500,191166
2011-01-07,221500,227500,221500,225000,202713
2011-01-10,225000,226000,214000,215000,261149
2011-01-11,217000,217000,210000,211500,321179
2011-01-12,213500,214500,205500,208500,473088
2011-01-13,209000,209500,199500,202500,800692
2011-01-14,203500,207500,202500,207000,402728
2011-01-17,209500,214500,209000,211000,517096
2011-01-18,212000,212500,203500,206000,430765
2011-01-19,203500,205000,198000,199500,479079
2011-01-20,201000,205500,201000,204000,312544
2011-01-21,205000,206500,202500,205000,225386
2011-01-24,209500,216000,207500,210000,463817
2011-01-25,207500,209500,204000,206000,271682
2011-01-26,208000,210000,204500,205000,146421
2011-01-27,203500,208000,201500,204000,278334
2011-01-28,205500,206000,202500,203000,145779
2011-01-31,202000,202000,193500,200000,226631
2011-02-01,201000,205000,196500,197000,198378
2011-02-07,203000,205000,201000,204000,247717
2011-02-08,205500,206000,203000,203500,131908
2011-02-09,202000,209000,201000,206500,342192
2011-02-10,204000,205500,199500,200000,232042
2011-02-11,202500,202500,187000,187000,468496
2011-02-14,188500,192000,187500,189500,238795
2011-02-15,191000,191000,186000,187000,297839
2011-02-16,185000,189500,185000,187000,185081
2011-02-17,190000,193500,188500,192000,167185
2011-02-18,193500,195000,186000,193500,344578
2011-02-21,195500,195500,183500,185500,421950
2011-02-22,184500,187500,181000,181500,260063
2011-02-23,183000,190500,182500,189500,211628
2011-02-24,189500,189500,185000,186000,97955
2011-02-25,185500,187000,185000,186000,79755
2011-02-28,187500,190000,186500,189500,188785
2011-03-02,188500,189500,185000,189000,123462
2011-03-03,190500,191000,188500,190500,94488
2011-03-04,190500,192500,188500,192500,132316
2011-03-07,192500,193500,185000,186000,178373
2011-03-08,185000,189500,185000,187500,86452
2011-03-09,187500,189000,186000,188000,110556
2011-03-10,187000,189500,186500,189000,184535
2011-03-11,189000,189500,185000,185000,164567
2011-03-14,186000,186000,176000,185000,210235
2011-03-15,185500,186500,179500,182000,202408
2011-03-16,185000,189000,184000,188000,157340
2011-03-17,187500,187500,181000,187000,206776
2011-03-18,185500,188500,183500,187500,175125
2011-03-21,187000,191500,186000,191500,122143
2011-03-22,190000,192000,189000,190500,96457
2011-03-23,192000,195000,190500,194500,204444
2011-03-24,194500,195000,192500,193500,114138
2011-03-25,193500,194500,187000,188000,335332
2011-03-28,190000,190000,184000,185500,200632
2011-03-29,185500,187500,184500,187000,177593
2011-03-30,184500,190500,184500,190500,242675
2011-03-31,189500,193000,189000,191500,219098
2011-04-01,194000,205000,193500,204500,451088
2011-04-04,204500,208500,202500,205000,174605
2011-04-05,201500,206000,199500,205500,136789
2011-04-06,205000,205500,201500,205500,141508
2011-04-07,203500,204500,200500,201500,104452
2011-04-08,200500,203000,197500,197500,186318
2011-04-11,200000,204500,199500,204000,305119
2011-04-12,204000,204500,195000,195500,175439
2011-04-13,195500,198500,193500,196000,174851
2011-04-14,195500,198500,193000,198000,164220
2011-04-15,197000,200000,196500,200000,183172
2011-04-18,201000,201000,190000,193000,241477
2011-04-19,193500,200000,193500,198500,205010
2011-04-20,199500,204000,198500,204000,191773
2011-04-21,205000,208500,205000,207500,174527
2011-04-22,205500,207500,202500,207000,89315
2011-04-25,205500,206500,202500,203000,86102
2011-04-26,206500,208500,205000,208500,156463
2011-04-27,209000,214000,209000,214000,259525
2011-04-28,215000,216000,210000,210000,204291
2011-04-29,210000,212500,207000,212500,182199
2011-05-02,212500,218500,212500,218500,193071
2011-05-03,215500,219000,215000,217000,104521
2011-05-04,218500,218500,209500,212500,251923
2011-05-06,209500,212500,208500,210500,124636
2011-05-09,210000,212000,207500,208000,143670
2011-05-11,213000,213000,208500,209500,138038
2011-05-12,207000,207000,200000,200000,282943
2011-05-13,200500,202500,200000,200000,72458
2011-05-16,200000,203000,200000,200500,118958
2011-05-17,202000,205000,201000,201500,156288
2011-05-18,201500,202000,191500,192500,451657
2011-05-19,195000,195500,192000,195000,274035
2011-05-20,193000,195500,193000,194000,123520
2011-05-23,192000,193000,188000,189000,100775
2011-05-24,191500,192000,188500,188500,92062
2011-05-25,188500,192500,186500,192000,172296
2011-05-26,194000,194500,188500,189000,116199
2011-05-27,188000,191500,188000,189000,70220
2011-05-30,189500,191000,187500,188500,111053
2011-05-31,188500,194500,188500,192000,206513
2011-06-01,193500,193500,189000,193500,120291
2011-06-02,192000,192500,189000,190000,130305
2011-06-03,190500,193000,189000,191500,145230
2011-06-07,190000,193500,186000,192500,253854
2011-06-08,194500,196000,192500,195000,180629
2011-06-09,197000,197000,189000,189500,214576
2011-06-10,190500,191500,187000,188000,122332
2011-06-13,189000,200000,187500,200000,364278
2011-06-14,200000,201500,197000,200000,195542
2011-06-15,200500,200500,192000,196000,187243
2011-06-16,195000,195000,191500,193000,91467
2011-06-17,193000,195500,192000,193000,104411
2011-06-20,192500,199000,191500,197500,116442
2011-06-21,198000,200000,195500,197500,75490
2011-06-22,199500,199500,197000,199500,106796
2011-06-23,196500,199000,191500,191500,193547
2011-06-24,191000,193500,190000,193000,166916
2011-06-27,192500,192500,188500,190000,111364
2011-06-28,191000,192500,190000,191500,75791
2011-06-29,192500,193000,188500,192000,133973
2011-06-30,191000,192500,189000,189000,112433
2011-07-01,192000,192500,189000,189000,132917
2011-07-04,190500,191000,185500,187500,313952
2011-07-05,188000,190000,187000,189500,178319
2011-07-06,190000,191500,188000,189000,163703
2011-07-07,189500,191000,188000,191000,223799
2011-07-08,192500,193000,191000,192000,145329
2011-07-11,192500,192500,188500,190500,102836
2011-07-12,189000,191000,185500,185500,119131
2011-07-13,186500,190500,185500,188000,177077
2011-07-14,188000,189000,182000,184500,254678
2011-07-15,184500,189000,184500,187500,243039
2011-07-18,189500,196000,188500,195500,418584
2011-07-19,196000,206500,195500,202000,663244
2011-07-20,202000,208500,200000,201000,395154
2011-07-21,204500,210500,203000,210000,386279
2011-07-22,209500,213000,206000,209500,229664
2011-07-25,207000,208000,203000,206500,115200
2011-07-26,206000,215000,203000,212500,289527
2011-07-27,213000,219500,207000,218000,207490
2011-07-28,214500,220500,213500,214000,393425
2011-07-29,214000,215500,210000,210000,197961
2011-08-01,210500,218000,210500,213000,300776
2011-08-02,213000,217500,210000,213500,157102
2011-08-03,211000,217500,207500,211500,257154
2011-08-04,210500,217000,205000,207500,290952
2011-08-05,206000,206000,190000,199500,340544
2011-08-08,194000,203000,189000,190000,303098
2011-08-09,188000,189000,168500,175000,494989
2011-08-10,182000,193500,180000,191500,496221
2011-08-11,178000,202000,178000,189500,597551
2011-08-12,190000,191500,177000,177500,672863
2011-08-16,182000,182500,176500,177500,435994
2011-08-17,177500,183000,173000,178000,437045
2011-08-18,180500,192000,179500,190500,566531
2011-08-19,188500,199500,185500,186500,463015
2011-08-22,188000,196500,179000,191000,234153
2011-08-23,195000,197500,189000,194000,266376
2011-08-24,194000,204500,188000,200000,267083
2011-08-25,198000,205000,197000,198000,197422
2011-08-26,194500,197000,189500,193000,200691
2011-08-29,194000,195000,189500,190000,191361
2011-08-30,191000,199000,190000,195000,186749
2011-08-31,197000,210000,195000,208000,273365
2011-09-01,208500,217500,206000,207500,315034
2011-09-02,206000,218000,205000,210500,267845
2011-09-05,210000,217000,206500,212500,240783
2011-09-06,210500,222500,210000,216000,490826
2011-09-07,219000,220000,213500,219500,281634
2011-09-08,217500,219000,208000,212000,311114
2011-09-09,209000,211500,204500,207500,176060
2011-09-14,208000,208000,199000,203500,218452
2011-09-15,207500,211000,202500,205000,151949
2011-09-16,208000,213000,205500,206000,195020
2011-09-19,208500,213000,206000,210500,165048
2011-09-20,210500,219500,208500,217500,174872
2011-09-21,215500,228000,213500,225000,292262
2011-09-22,222500,229500,220500,225000,190162
2011-09-23,221000,226500,213500,215500,272879
2011-09-26,217000,221500,203500,212500,315546
2011-09-27,214500,219500,206500,216000,268685
2011-09-28,215000,221000,211500,217500,150112
2011-09-29,217500,226500,214500,221000,162044
2011-09-30,221000,240500,218000,227000,280385
2011-10-04,223500,234000,223000,227000,344050
2011-10-05,231500,242000,225500,232000,384466
2011-10-06,239000,239000,231500,236500,256821
2011-10-07,234000,240000,220000,221500,480872
2011-10-10,218500,227000,218500,225000,150392
2011-10-11,225500,230000,219500,225000,296326
2011-10-12,224500,233500,224000,231500,165013
2011-10-13,231000,241500,230000,230000,269114
2011-10-14,233500,250000,232000,245000,392761
2011-10-17,247000,257500,244500,249500,311362
2011-10-18,247000,256000,244500,246000,238269
2011-10-19,247000,260500,242000,255000,282482
2011-10-20,254000,255500,236000,237500,370109
2011-10-21,237500,242000,231500,234000,386370
2011-10-24,237000,241000,233000,241000,251778
2011-10-25,240000,245000,235500,240500,180996
2011-10-26,240500,242500,234000,236500,179779
2011-10-27,238500,245000,237500,237500,253139
2011-10-28,237000,239000,223500,231500,433472
2011-10-31,228500,233000,226000,233000,141654
2011-11-01,234500,235000,228500,230000,123388
2011-11-02,229000,235500,228000,233000,146727
2011-11-03,232500,233500,227000,228000,133863
2011-11-04,234000,234000,229500,233500,115356
2011-11-07,236000,241000,226500,229000,162076
2011-11-08,229500,234500,227500,231500,81344
2011-11-09,232500,243000,232500,243000,185749
2011-11-10,235500,243500,231000,231000,278982
2011-11-11,233500,241000,229500,237000,147677
2011-11-14,240000,244000,239500,241000,120736
2011-11-15,242500,251000,242000,247500,194237
2011-11-16,251500,253000,240000,242000,148078
2011-11-17,245000,247000,239000,247000,88217
2011-11-18,241000,244000,237500,237500,157643
2011-11-21,239500,239500,230000,233000,108347
2011-11-22,229000,245500,229000,242500,131770
