Date,Open,High,Low,Close,Volume
2010-12-07,33600,34900,32200,34800,2273130
2010-12-08,35000,35850,34700,35000,1858015
2010-12-09,35150,35700,34300,35100,1255053
2010-12-10,35100,35150,34350,34650,1014087
2010-12-13,34900,35350,34350,34850,735490
2010-12-14,35000,35450,34650,34700,730041
2010-12-15,34750,35300,34450,35100,873406
2010-12-16,34900,35250,34750,34800,864006
2010-12-17,34700,35000,33950,34150,1063281
2010-12-20,33350,33750,32600,33200,1567303
2010-12-21,33700,34500,33450,34300,914825
2010-12-22,34400,34900,34150,34250,711312
2010-12-23,34400,34450,33600,33650,527300
2010-12-24,33850,33900,32600,33100,843652
2010-12-27,32900,33000,31450,31700,1303138
2010-12-28,31750,32150,30850,31000,1462017
2010-12-29,31300,31800,31000,31650,1088431
2010-12-30,31900,33500,31800,33500,1170826
2011-01-03,34000,34450,32800,33550,1175729
2011-01-04,33250,33500,32800,33000,755450
2011-01-05,32750,33800,32000,33300,1374963
2011-01-06,33700,34800,33600,34100,1364561
2011-01-07,34500,34650,33650,34200,868279
2011-01-10,34500,34500,33950,34200,679183
2011-01-11,34500,35150,34300,34650,1044303
2011-01-12,34750,35400,34350,35000,960398
2011-01-13,35300,35950,34600,34600,952473
2011-01-14,34550,35000,34100,34100,606421
2011-01-17,33900,39200,33650,38000,3926496
2011-01-18,37250,37450,35100,35200,3027358
2011-01-19,35650,37150,35650,36600,2190821
2011-01-20,36300,37100,36300,36300,687049
2011-01-21,36000,36400,35250,35250,771360
2011-01-24,34800,35550,34250,35450,729108
2011-01-25,35600,35850,34750,34750,576711
2011-01-26,34600,35300,34600,34900,383607
2011-01-27,35250,35450,34850,35000,384082
2011-01-28,35000,36150,35000,35600,756255
2011-01-31,35600,36550,35500,35900,857144
2011-02-01,36300,36650,35800,36150,567435
2011-02-07,36500,36550,35900,36100,505246
2011-02-08,36150,37450,36150,36250,880169
2011-02-09,36250,36300,34550,34850,1079279
2011-02-10,34600,34700,32800,33100,1218397
2011-02-11,33100,34100,33100,33100,790774
2011-02-14,33200,34250,32650,34250,644942
2011-02-15,34400,34400,33500,33700,463745
2011-02-16,33700,34200,32850,32850,649957
2011-02-17,32850,33350,30900,31300,1363153
2011-02-18,31600,32600,31300,32450,847904
2011-02-21,32850,33350,32000,32100,556907
2011-02-22,31600,31800,30700,31250,826227
2011-02-23,31300,32150,31050,31550,889113
2011-02-24,31150,32600,31100,31350,660785
2011-02-25,31750,32600,31700,32100,706109
2011-02-28,32500,32800,31800,32050,801008
2011-03-02,31800,32450,31400,31500,809853
2011-03-03,31600,31900,31350,31800,531317
2011-03-04,32350,33300,32100,33300,1008072
2011-03-07,33650,34650,33300,34600,1321418
2011-03-08,34900,35150,34200,34500,703618
2011-03-09,34650,34950,33400,33500,714425
2011-03-10,33200,34150,33200,33450,586362
2011-03-11,32800,33550,32650,32750,523642
2011-03-14,32000,32300,31300,31850,955075
2011-03-15,32050,32450,28500,31300,1119503
2011-03-16,31300,32350,31150,31850,786615
2011-03-17,30950,32000,30750,31900,907636
2011-03-18,32300,32800,32000,32000,1531102
2011-03-21,32500,33250,32250,32350,686438
2011-03-22,32700,33050,32250,32300,551596
2011-03-23,32800,32850,32300,32650,655987
2011-03-24,32700,33450,32700,33100,489729
2011-03-25,33500,33700,32800,32950,556684
2011-03-28,33000,33050,32000,32400,549955
2011-03-29,32400,32750,32050,32600,367694
2011-03-30,32750,34700,32600,34500,1879404
2011-03-31,34850,35250,34550,34800,1004601
2011-04-01,34800,35200,34300,34900,744325
2011-04-04,35300,35900,35050,35500,1033794
2011-04-05,35800,36350,35650,35750,909300
2011-04-06,35800,35850,34500,34650,1003566
2011-04-07,34500,35000,33650,34900,1154759
2011-04-08,35000,35250,34350,34350,626310
2011-04-11,34200,34300,33600,34000,522862
2011-04-12,33850,34500,33050,33050,689785
2011-04-13,33000,34400,32850,34350,482673
2011-04-14,34100,34500,33650,34100,364142
2011-04-15,34050,34850,34000,34700,530667
2011-04-18,34900,35600,34550,34950,764203
2011-04-19,35100,37400,34800,36800,2869658
2011-04-20,37600,38250,36400,36850,2009005
2011-04-21,36950,37900,35700,37250,1937465
2011-04-22,37200,37650,36450,36750,688279
2011-04-25,37000,37900,36750,36850,1073349
2011-04-26,37700,37950,36100,36100,1466238
2011-04-27,36500,36750,35500,35700,862020
2011-04-28,35700,36200,35100,35500,812703
2011-04-29,35400,36900,34750,36700,1477062
2011-05-02,37300,37400,36500,36750,817228
2011-05-03,36900,36900,34850,34850,1168309
2011-05-04,34450,35050,33950,34250,797126
2011-05-06,34000,34850,33850,34750,555158
2011-05-09,34600,35000,34250,34250,312297
2011-05-11,34450,34850,33800,33950,590260
2011-05-12,33800,34300,33500,34000,399658
2011-05-13,34450,34600,33700,33700,513711
2011-05-16,33750,33900,33050,33300,421277
2011-05-17,33150,34450,33150,33850,513081
2011-05-18,34000,34500,33500,34200,515413
2011-05-19,34200,34300,33150,33200,651443
2011-05-20,33250,33450,31900,33100,906164
2011-05-23,32600,32900,32200,32300,367795
2011-05-24,31650,32750,31650,32700,482807
2011-05-25,32400,34000,32400,33950,904320
2011-05-26,34000,34300,33550,34200,521574
2011-05-27,34100,35050,34100,34950,834407
2011-05-30,35450,36650,34950,35900,1772248
2011-05-31,36100,36600,35400,36600,1675328
2011-06-01,36400,36400,35650,36000,466083
2011-06-02,35200,36550,34900,36000,861325
2011-06-03,36050,36700,35500,36200,578512
2011-06-07,37800,38500,35750,35750,1838765
2011-06-08,36250,37000,35750,37000,850282
2011-06-09,37100,37800,36900,37200,725816
2011-06-10,37500,37950,36400,36500,486485
2011-06-13,36100,37400,35500,37400,614178
2011-06-14,37550,38000,36850,37950,936403
2011-06-15,38250,39200,38000,38700,1336938
2011-06-16,38300,39600,38150,38850,1259218
2011-06-17,40400,40500,39400,40000,1632555
2011-06-20,40500,41550,39850,40600,1237197
2011-06-21,40500,40800,39850,40800,916555
2011-06-22,40800,41650,40500,40800,751313
2011-06-23,40350,40450,39500,40100,822628
2011-06-24,40300,42000,40200,42000,1263953
2011-06-27,42350,43350,41700,41900,1252918
2011-06-28,42100,42900,41450,42500,737638
2011-06-29,42350,43650,42300,43650,854220
2011-06-30,43900,44500,43400,44200,825500
2011-07-01,44300,44400,43300,43350,877112
2011-07-04,43350,43400,41600,42250,1559787
2011-07-05,42300,42600,41300,42000,1034838
2011-07-06,41950,42750,41250,42050,829831
2011-07-07,42050,43150,42050,43000,608021
2011-07-08,43300,43450,42700,43000,469612
2011-07-11,43000,43200,42500,43150,365637
2011-07-12,42650,43900,42200,43900,795816
2011-07-13,44300,45500,44000,45450,1063628
2011-07-14,45000,46650,44800,46100,881716
2011-07-15,46250,47350,45750,46550,709754
2011-07-18,46200,46900,45700,46600,500676
2011-07-19,46150,47150,46000,47150,590004
2011-07-20,47400,47750,46750,47700,629194
2011-07-21,47900,47900,45500,45600,1084382
2011-07-22,45350,47700,44850,47700,912013
2011-07-25,48050,49900,47700,49600,1107847
2011-07-26,50200,50400,48750,49500,846568
2011-07-27,49400,49400,47750,47750,1028711
2011-07-28,47250,48600,46500,48350,933312
2011-07-29,48000,48450,47250,48000,534110
2011-08-01,48100,48450,47450,48450,497448
2011-08-02,48200,48850,47450,47650,539400
2011-08-03,46500,47800,45100,47650,1089407
2011-08-04,48300,49300,46700,46850,993163
2011-08-05,44200,46200,43850,44850,1596911
2011-08-08,43800,44250,38800,42300,2469427
2011-08-09,41000,41250,36950,40000,2156614
2011-08-10,43000,43100,41150,41500,1687429
2011-08-11,39100,45400,38750,44050,2052815
2011-08-12,45300,46450,44100,44150,1889904
2011-08-16,46300,46500,45350,46300,1045688
2011-08-17,45800,46900,45350,46750,773661
2011-08-18,46750,47750,45600,46500,986929
2011-08-19,44850,45800,42200,42200,1341463
2011-08-22,42100,44700,40050,43850,1458447
2011-08-23,45300,48450,45100,48450,2738047
2011-08-24,49000,49000,46550,47000,1448889
2011-08-25,47850,48750,45900,46150,1121393
2011-08-26,46000,46700,45300,46500,968337
2011-08-29,47300,47650,46200,46600,936451
2011-08-30,46700,46900,46050,46200,711373
2011-08-31,46200,47150,45300,46500,1237184
2011-09-01,46800,47700,45800,46000,1461008
2011-09-02,46350,47250,45650,47050,941957
2011-09-05,46500,46750,45400,45600,654162
2011-09-06,44700,45300,42450,43500,1180488
2011-09-07,44350,45000,44050,45000,524616
2011-09-08,45600,45700,43750,45100,860844
2011-09-09,44400,44900,43750,44100,510520
2011-09-14,43950,44000,41700,41700,702846
2011-09-15,42900,43500,40200,42000,1188442
2011-09-16,42850,43350,42150,43300,1096656
2011-09-19,42750,43550,41850,42550,714860
2011-09-20,42300,42900,41500,42900,787389
2011-09-21,43300,43900,42100,43500,791555
2011-09-22,42500,43650,42150,43300,624759
2011-09-23,41900,42850,41650,42000,810085
2011-09-26,42150,42600,39500,39950,1288876
2011-09-27,41200,43300,41100,43200,1073882
2011-09-28,43850,44400,43100,43950,1129750
2011-09-29,43450,44300,43300,44150,852787
2011-09-30,44100,46150,44050,44150,1409175
2011-10-04,42000,44500,41900,44500,711316
2011-10-05,44700,44800,43350,43650,782995
2011-10-06,45000,45850,43900,45850,1262484
2011-10-07,46100,46900,45400,46650,1193192
2011-10-10,46600,47100,45900,46750,669988
2011-10-11,47100,47850,45700,46700,880900
2011-10-12,46700,47100,46200,46800,536588
2011-10-13,47250,47700,45200,45200,1643970
2011-10-14,41000,42900,38500,41000,10248483
2011-10-17,42450,42450,40500,41500,5294741
2011-10-18,40700,41700,39700,41400,2219314
2011-10-19,41750,42550,40900,41400,2618023
2011-10-20,41950,41950,39600,39600,2052743
2011-10-21,39950,40300,34250,35300,9947183
2011-10-24,36200,38550,35950,38200,5375962
2011-10-25,39000,40200,38550,38900,2881832
2011-10-26,39000,39850,38550,39300,1454466
2011-10-27,39450,39700,38550,38800,1515373
2011-10-28,39300,39350,36050,36700,3136813
2011-10-31,35600,38700,34700,37700,4150869
2011-11-01,38250,38500,37250,37250,1704466
2011-11-02,36050,37800,35800,37450,1297317
2011-11-03,38050,40200,37750,37750,2726618
2011-11-04,38500,39050,38100,38200,1468098
2011-11-07,38450,39650,37650,39450,1598054
2011-11-08,39800,40600,39600,40000,1920500
2011-11-09,40650,40850,38500,39600,1625512
2011-11-10,38700,38850,36050,36550,3471085
2011-11-11,37100,38100,31550,37700,11187035
2011-11-14,38900,40200,37100,37250,6785324
2011-11-15,38900,41000,38250,38800,8497094
2011-11-16,39900,40100,37550,37550,3134104
2011-11-17,37950,38450,36700,37650,1575145
2011-11-18,36550,37950,36550,37150,1390461
2011-11-21,36750,38650,36700,38300,1786410
2011-11-22,37950,38450,37650,37700,1198131
2011-11-23,37350,37400,35400,35650,2347534
2011-11-24,35000,35300,32700,32900,3607323
2011-11-25,32600,33850,32000,32350,2078515
2011-11-28,32850,34950,32800,34650,2167963
2011-11-29,35800,35950,34250,34300,1826572
2011-11-30,34500,36550,34100,36400,3124088
2011-12-01,37800,38500,37250,37250,2829830
2011-12-02,37800,38000,36750,37300,1423531
2011-12-05,37550,38450,36800,38400,1405950
2011-12-06,38750,39000,37600,37900,1184962
2011-12-07,38200,38300,37000,37150,818202
2011-12-08,37250,37900,36600,37250,1026828
2011-12-09,36800,38150,36500,38050,1267626
2011-12-12,38500,38950,38150,38400,1123513
2011-12-13,38000,38900,37550,37600,1165822
2011-12-14,37800,38300,37500,37500,694699
2011-12-15,37000,37750,36050,36300,810081
2011-12-16,36900,37200,36300,36700,580149
2011-12-19,36500,36700,33300,34700,1597779
2011-12-20,34800,38000,34800,35200,2829154
2011-12-21,36300,36800,35700,36100,1218966
2011-12-22,36500,37200,35900,36000,992832
2011-12-23,36250,36400,35250,35400,1126640
2011-12-26,35600,36100,34900,35150,762777
2011-12-27,35100,35300,34000,34000,947179
2011-12-28,33700,35800,33700,35650,999097
2011-12-29,35850,36450,35350,36300,962152
2012-01-02,36500,36550,35500,35750,711840
2012-01-03,35950,36200,35650,35750,712938
2012-01-04,36000,36450,35650,35750,714486
2012-01-05,36250,36350,35200,35300,893898
2012-01-06,35500,35550,34200,34500,1088893
2012-01-09,34500,35000,33950,34650,861537
2012-01-10,34850,35350,34600,34600,717503
2012-01-11,34700,34850,34000,34000,769048
2012-01-12,33900,34700,33900,34250,590681
2012-01-13,34550,36900,34450,36700,2577319
2012-01-16,36700,36900,35900,36250,956689
2012-01-17,36500,36800,36050,36200,1061193
2012-01-18,37100,37750,36900,37200,1977122
2012-01-19,37300,37700,36800,36900,1170566
2012-01-20,37000,37600,36850,37200,1016838
2012-01-25,37250,37800,37100,37800,1074598
2012-01-26,38650,39100,38350,38450,1803355
2012-01-27,38350,38650,38150,38250,674219
2012-01-30,38250,38250,36900,36900,906205
2012-01-31,36900,37550,36550,37550,798644
2012-02-01,37650,37850,37100,37800,926678
2012-02-02,38300,39150,37650,37650,1362912
2012-02-03,37650,38400,37150,37150,825295
2012-02-06,37500,37650,35550,35550,1752333
2012-02-07,35600,36250,34900,35100,1354770
2012-02-08,35000,35650,34800,35250,935761
2012-02-09,35400,36200,35300,35450,992614
2012-02-10,35850,36700,35600,35850,1099155
2012-02-13,36250,36250,35500,35700,483774
2012-02-14,35800,36100,35550,35600,646779
2012-02-15,36050,36300,35250,35650,1229418
2012-02-16,36000,36950,35800,36700,1552008
2012-02-17,37100,37150,36300,36850,1042414
2012-02-20,36800,36850,36200,36450,821919
2012-02-21,36250,37350,36250,37100,931272
2012-02-22,37300,37400,36800,37000,513780
2012-02-23,36750,36900,36300,36350,571013
2012-02-24,36500,36850,35800,36750,566913
2012-02-27,36700,36700,35850,35900,560861
2012-02-28,35950,35950,35050,35250,780110
2012-02-29,35000,35550,34800,35000,911599
2012-03-02,35250,35600,34350,34600,1303360
2012-03-05,35400,35500,34750,35050,800561
2012-03-06,35050,35250,34450,34950,721579
2012-03-07,34700,35850,34500,35300,965379
2012-03-08,35500,35900,35200,35500,664208
2012-03-09,35600,35850,35300,35750,558021
2012-03-12,36000,37450,35800,37450,2187277
2012-03-13,38100,38200,37200,37500,1300162
2012-03-14,37700,38000,37350,37850,1047351
2012-03-15,37850,38400,37700,38050,1172175
2012-03-16,37950,38250,37250,37700,1061637
2012-03-19,38100,38650,37850,38050,1016073
2012-03-20,38000,38000,36450,36450,1213868
2012-03-21,36300,36700,35850,36000,818221
2012-03-22,36050,36550,35950,36000,598281
2012-03-23,35900,36400,35850,36100,418972
2012-03-26,36400,36500,35950,36050,404009
2012-03-27,36100,36800,36000,36800,473969
2012-03-28,36750,37100,35900,36000,536706
2012-03-29,36100,36650,35800,36500,626817
2012-03-30,37450,37950,36950,36950,1010171
2012-04-02,37150,37350,36800,36850,423154
2012-04-03,37300,37750,36800,36950,520473
2012-04-04,37150,37150,35900,36000,874697
2012-04-05,36050,36500,35900,36100,645494
2012-04-06,36100,36500,35600,35900,542903
2012-04-09,35950,36450,35750,35900,521911
2012-04-10,35900,36150,35550,35600,553713
2012-04-12,35500,35800,35300,35450,578651
2012-04-13,35750,36200,35700,35950,694694
2012-04-16,35750,36100,35650,36050,316062
2012-04-17,35900,36250,35900,36000,455812
2012-04-18,36500,36500,35700,35800,400280
2012-04-19,35700,35750,34400,35000,1369802
2012-04-20,35200,35400,34550,35100,622037
2012-04-23,34800,35150,34550,35000,509114
2012-04-24,34350,34600,33100,33200,1188060
2012-04-25,32850,33200,31300,32000,2310403
2012-04-26,32650,33200,31750,31800,1256580
2012-04-27,31800,32600,31350,32150,930166
2012-04-30,32150,32300,31800,31850,552090
2012-05-02,31850,33450,31800,33450,853345
2012-05-03,33850,34400,33350,33850,743027
2012-05-04,34500,35100,34200,35050,1049318
2012-05-07,34650,35600,34600,35400,681345
2012-05-08,35850,37400,35850,37100,1459422
2012-05-09,37650,39000,37350,39000,2802501
2012-05-10,39000,39100,37700,37850,1511619
2012-05-11,40400,43500,40300,43500,6157878
2012-05-14,46400,49700,45900,46550,7935421
2012-05-15,45900,46450,43000,43300,4248357
2012-05-16,42950,45400,42750,42750,2769666
2012-05-17,44100,45350,42850,43700,2680513
2012-05-18,43400,44450,42700,43050,2080424
2012-05-21,44400,44450,42500,43200,1330362
2012-05-22,43600,43950,41950,43200,2300994
2012-05-23,42300,43400,40700,41600,2305150
2012-05-24,28500,29150,27950,28000,1826453
2012-05-25,28400,30300,28250,30300,1903241
2012-05-29,31550,34300,31300,32600,3402151
2012-05-30,32900,33200,32050,32300,1258872
2012-05-31,31650,33550,31200,33550,1831809
2012-06-01,34000,34750,33300,33350,1955246
2012-06-04,32350,33100,31850,32600,1283091
2012-06-05,33350,33450,32800,32800,884063
2012-06-07,33850,34350,33350,33500,1996852
2012-06-08,33500,33700,31800,31800,1366036
2012-06-11,32000,32300,31050,31750,1205912
2012-06-12,31800,32550,31800,32100,1136649
2012-06-13,32150,32300,31800,31850,621760
2012-06-14,31750,32450,31550,31600,663596
2012-06-15,31700,31850,30800,31600,1045575
2012-06-18,31950,32300,31500,31500,735798
2012-06-19,31300,31750,30950,31000,749418
2012-06-20,31200,31500,30750,31250,928851
2012-06-21,31350,31750,31000,31250,650556
2012-06-22,30800,31050,30600,31000,642391
2012-06-25,30900,31150,30300,30500,611433
2012-06-26,30150,30450,29700,30000,782165
2012-06-27,29550,29750,28550,28550,1255872
2012-06-28,28850,29900,28750,29800,988822
2012-06-29,29750,30700,29100,30300,1859389
2012-07-02,30650,30750,30000,30000,958974
2012-07-03,30000,30300,28800,30000,1635049
2012-07-04,29550,30150,29550,29650,686042
2012-07-05,29700,29950,29150,29600,808744
2012-07-06,29550,29750,29200,29200,664598
2012-07-09,29100,29400,28650,28900,674603
2012-07-10,29100,29300,28850,28900,494098
2012-07-11,28850,31100,28800,29950,2306942
2012-07-12,29900,30200,29200,29950,945458
2012-07-13,30200,30300,29400,29800,951800
2012-07-16,30000,30200,29550,29550,527176
2012-07-17,29400,29650,29100,29550,717497
2012-07-18,29500,29600,28800,29300,808529
2012-07-19,29500,30450,29250,29950,1400414
2012-07-20,30200,30550,29950,30200,900479
2012-07-23,31900,32550,30500,30500,3212804
2012-07-24,31150,31300,29750,29800,1667070
2012-07-25,29400,29500,28100,28100,2040231
2012-07-26,27600,28050,26850,26950,2096092
2012-07-27,27200,27650,27050,27650,1428537
2012-07-30,27900,28000,27500,27750,710648
2012-07-31,27550,28250,27500,28150,778827
2012-08-01,28100,28450,27900,28450,498161
2012-08-02,28500,28650,28200,28650,475637
2012-08-03,28350,28650,28100,28650,550864
2012-08-06,28900,28900,28350,28400,569539
2012-08-07,28450,28500,28100,28200,474536
2012-08-08,28550,28600,27950,27950,838585
2012-08-09,27950,28200,27750,28000,634854
2012-08-10,28500,29000,28250,28500,1087155
2012-08-13,28850,29050,28450,28500,674617
2012-08-14,28500,28800,28350,28500,662411
2012-08-16,28650,29100,28450,29000,1001302
2012-08-17,29250,29300,28700,28800,707346
2012-08-20,28750,28800,28400,28400,706396
2012-08-21,28300,28800,28300,28700,799921
2012-08-22,28900,29900,28750,29900,2480868
2012-08-23,30200,31150,30150,30850,3399539
2012-08-24,31300,31300,30100,30800,2621630
2012-08-27,30800,31100,30400,30500,1204121
2012-08-28,30450,30650,29800,30550,1334883
2012-08-29,30650,31050,30600,30750,1129299
2012-08-30,31000,31000,30400,30750,1083675
2012-08-31,30500,30850,29850,30150,1455262
2012-09-03,30000,30250,29600,29650,832357
2012-09-04,29700,30650,29650,29750,1284518
2012-09-05,29750,30300,29450,29750,734409
2012-09-06,29750,30150,29750,30000,661084
2012-09-07,30400,30400,29750,29750,1013195
2012-09-10,29750,29800,28800,28850,1777880
2012-09-11,28850,29100,28450,29000,637160
2012-09-12,29000,29100,28650,28800,874969
2012-09-13,28700,29250,28550,29000,688149
2012-09-14,29200,29350,28900,29350,1102368
2012-09-17,29400,29400,28950,28950,614195
2012-09-18,29050,29250,28850,28950,693174
2012-09-19,28750,29100,28750,28750,739913
2012-09-20,28650,28950,28600,28650,691342
2012-09-21,28750,29250,28600,29100,758614
2012-09-24,29000,29100,28400,29000,932416
2012-09-25,28600,29100,28450,29050,909578
2012-09-26,29000,29100,28550,28550,545009
2012-09-27,28900,28950,28250,28250,555168
2012-09-28,28300,28500,27850,28000,833343
2012-10-02,28300,28550,28000,28200,599628
2012-10-04,28250,28400,27950,28200,694820
2012-10-05,28050,28350,27650,27700,887754
2012-10-08,27550,28000,27350,27750,913771
2012-10-09,27750,28400,27750,28000,895646
2012-10-10,28000,28250,27650,28000,510813
2012-10-11,27900,28100,27650,27950,472730
2012-10-12,27950,28100,27600,27800,584403
2012-10-15,27700,27750,26150,27100,1283489
2012-10-16,26800,27150,26250,27100,1263245
2012-10-17,27050,27350,26600,26600,940577
2012-10-18,26400,26800,25100,25100,2108633
2012-10-19,25100,28800,24750,28100,7168384
2012-10-22,27850,28350,27400,28250,2569810
2012-10-23,28250,28450,27850,28150,1208058
2012-10-24,27750,28150,27350,27700,932379
2012-10-25,27700,27850,27200,27500,1015418
2012-10-26,27700,27750,26800,27000,657702
2012-10-29,27100,27350,25850,25850,673013
2012-10-30,25850,26650,25850,26250,633513
2012-10-31,26400,27100,26300,26850,641238
2012-11-01,26850,27000,26350,26750,410527
2012-11-02,26800,27150,26400,26600,614297
2012-11-05,26750,27400,26050,26400,1118050
2012-11-06,26250,26950,26200,26900,872258
2012-11-07,27000,27450,26800,27100,1584026
2012-11-08,27750,28050,26950,27300,2379189
2012-11-09,27050,27250,26700,27100,608399
2012-11-12,27150,27200,26250,26250,833578
2012-11-13,26000,26550,25200,25400,1425266
2012-11-14,25850,26000,25100,25450,721851
2012-11-15,24850,25450,24700,25350,1075150
2012-11-16,24900,26050,24900,26000,1052348
2012-11-19,26050,26450,26000,26200,697439
2012-11-20,26300,26550,26050,26300,614376
2012-11-21,26250,26400,25650,26000,654597
2012-11-22,26200,26550,25450,25450,1072448
2012-11-23,25400,26000,25100,25850,942210
2012-11-26,25800,25850,25150,25150,636275
2012-11-27,25000,25450,25000,25250,712257
2012-11-28,25200,25400,24900,25250,696423
2012-11-29,25300,25650,25100,25350,877605
2012-11-30,25600,26000,25450,26000,1100725
2012-12-03,25850,26400,25700,26400,1372091
2012-12-04,26350,27150,26300,26550,1432833
2012-12-05,26800,26800,26250,26650,904750
2012-12-06,26650,26800,26100,26600,677723
2012-12-07,26400,27400,26150,27000,1629408
2012-12-10,27200,27300,26700,26800,744069
2012-12-11,26950,27150,26400,26800,773509
2012-12-12,29200,29700,28050,28750,3773963
2012-12-13,28600,28850,28350,28750,902235
2012-12-14,28750,29600,28650,28950,1277419
2012-12-17,28750,28950,27700,28300,1230852
2012-12-18,27750,28400,27750,28350,738478
2012-12-20,28550,28950,28350,28950,957428
2012-12-21,29000,29200,28650,28850,954606
2012-12-24,29100,29200,28850,29100,1008015
2012-12-26,29300,29400,28600,28600,1847783
2012-12-27,25700,26200,25550,26000,1250967
2012-12-28,25650,26150,25550,26100,1189686
2013-01-02,26550,26550,26200,26400,820862
2013-01-03,26300,26550,25800,26000,1201760
2013-01-04,26000,26350,25850,26300,647835
2013-01-07,26350,26400,26000,26050,531149
2013-01-08,25850,26150,25850,26000,518750
2013-01-09,26000,26100,25750,25750,497000
2013-01-10,25750,25900,25600,25750,419616
2013-01-11,25900,26100,25800,26000,513915
2013-01-14,26000,26150,25850,25850,464955
2013-01-15,25900,26000,25600,25750,420425
2013-01-16,25700,25950,25400,25950,665140
2013-01-17,26050,26050,25750,25900,317077
2013-01-18,25900,26000,25600,26000,428902
2013-01-21,26000,26000,25750,25850,368843
2013-01-22,25850,25850,25550,25750,529225
2013-01-23,25600,25800,25500,25500,388458
2013-01-24,25250,25500,25100,25250,692519
2013-01-25,25200,25400,24900,25000,811523
2013-01-28,24850,25100,24850,24850,368241
2013-01-29,25050,25900,25000,25600,767196
2013-01-30,25800,25900,25450,25450,402540
2013-01-31,25500,25700,25350,25650,448673
2013-02-01,25600,25800,25400,25800,376645
2013-02-04,26150,27150,25900,27100,1735813
2013-02-05,27000,27300,26800,27000,648022
2013-02-06,27050,27250,26900,26900,559794
2013-02-07,27100,27100,26700,26700,878696
2013-02-08,26700,27650,26700,27250,888500
2013-02-12,27350,27650,27250,27350,577049
2013-02-13,27400,27500,27250,27350,395135
2013-02-14,27500,27500,27250,27250,333459
2013-02-15,27000,27300,26950,27000,476601
2013-02-18,27150,27450,27050,27300,437497
2013-02-19,27450,27450,27050,27100,489638
2013-02-20,27350,27350,27000,27000,727696
2013-02-21,26900,27100,26900,27050,568115
2013-02-22,27100,28100,27100,28000,1717951
2013-02-25,28400,28900,28200,28350,1310786
2013-02-26,28500,28650,28100,28100,660013
2013-02-27,28000,28950,28000,28300,1597808
2013-02-28,28100,28450,26850,26850,2548034
2013-03-04,26850,26850,26850,26850,0
2013-03-05,26850,26850,26850,26850,0
2013-03-06,26850,26850,26850,26850,0
2013-03-07,26850,26850,26850,26850,0
2013-03-08,26850,26850,26850,26850,0
2013-03-11,26850,26850,26850,26850,0
2013-03-12,26850,26850,26850,26850,0
2013-03-13,26850,26850,26850,26850,0
2013-03-14,26850,26850,26850,26850,0
2013-03-15,26850,26850,26850,26850,0
2013-03-18,26850,26850,26850,26850,0
2013-03-19,26850,26850,26850,26850,0
2013-03-20,26850,26850,26850,26850,0
2013-03-21,26850,26850,26850,26850,0
2013-03-22,55900,56200,54300,55500,938057
2013-03-25,55400,55400,53400,53400,631368
2013-03-26,53100,54100,53100,53300,359572
2013-03-27,53500,54200,52700,52800,509520
2013-03-28,52500,54500,52500,53200,493193
2013-03-29,53800,54100,53500,53900,322563
2013-04-01,54300,54400,53100,53100,241503
2013-04-02,53800,54000,52000,52300,371803
2013-04-03,52300,52700,51200,52200,451821
2013-04-04,52900,53100,51000,51800,456471
2013-04-05,51800,52400,51000,51400,410319
2013-04-08,51300,51600,50600,50700,451226
2013-04-09,50200,50900,49550,49800,538029
2013-04-10,49800,50300,49250,49550,469340
2013-04-11,49300,49450,46000,47300,1767129
2013-04-12,47700,49150,46350,47650,1807895
2013-04-15,47800,48200,46750,47400,965943
2013-04-16,47000,53000,46350,49800,6539079
2013-04-17,49250,49950,42350,43150,7626260
2013-04-18,43150,45800,36850,36850,4605957
2013-04-19,32600,34200,31350,31350,5829434
2013-04-22,26650,31550,26650,26650,22422130
2013-04-23,28000,29750,27550,29250,12893956
2013-04-24,30300,33600,30250,33600,9994288
2013-04-25,32700,36300,31550,33050,10205861
2013-04-26,33800,34300,31800,32300,3349716
2013-04-29,31400,34100,29950,32400,6143873
2013-04-30,31050,32650,30600,31600,2167935
2013-05-02,32300,32600,30250,30600,2090740
2013-05-03,30600,31450,29400,30950,1864645
2013-05-06,31850,32100,30650,31050,2438167
2013-05-07,31450,31550,30850,31100,1108605
2013-05-08,31250,31250,29700,29950,2174248
2013-05-09,28600,29400,27600,27950,4053137
2013-05-10,28300,29550,27800,28500,2626467
2013-05-13,28700,28900,27850,28800,1005253
2013-05-14,29000,29200,28350,28750,934778
2013-05-15,28950,32550,28750,30950,5210318
2013-05-16,32200,32750,31400,31600,2104968
2013-05-20,32000,32050,31050,31750,1258292
2013-05-21,31850,31900,31400,31650,538271
2013-05-22,31650,32800,31450,31900,1485148
2013-05-23,31900,32750,31100,31450,1550897
2013-05-24,31350,32000,31250,31600,497145
2013-05-27,31800,32950,31550,32800,1406272
2013-05-28,33200,35650,33100,33600,3351743
2013-05-29,34100,35000,33750,35000,1593198
2013-05-30,35900,39250,35600,38000,3638317
2013-05-31,37700,39650,36950,37600,3430518
2013-06-03,38700,39250,36600,36900,2223829
2013-06-04,36550,38650,34900,38400,2731263
2013-06-05,38500,38800,37000,37000,1238365
2013-06-07,36750,37350,35200,35200,1289401
2013-06-10,34800,36450,34200,35900,881672
2013-06-11,36000,36000,33850,34200,2866253
